Year,RoundName,MatchId,Player,WebsiteId,Team,Abbreviation,Image,Rating_Q1,Rating_Q2,Rating_Q3,Rating_Q4,RatingPoints,EstimatedRating,Equity_PreClearance,Equity_PostClearance,Equity_Possession,Equity_BallUse,CoachesVotes,Supercoach,DreamTeamPoints,ExpVotes,Votes3,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,AssistedMetresGained,Inside50s,Turnovers,Tackles,PressureActs,KickIns,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,HandballReceives,Intercepts,Marks,ContestedMarks,InterceptMarks,CentreBounceAttendancePercentage,TotalClearances,FirstPossessions,RuckContests,Hitouts,HitoutsToAdvantage,ShotsAtGoal,Goals,Behinds,xScore,xScoreRating,GoalAssists,ScoreInvolvements,ScoreLaunches
2026,Round 21,20262101,Brodie Kemp,1409359,Carlton,Carl,images/afl_logos/Carl-40.png,2.8,7.8,0.7,1.3,12.5,6.68,-1.5,13.4,8,4.8,7,101,88,1.11,15,90,10,2,12,66.7,239,52,2,0,1,8,0,5,3,5,3,2,0,8,2,0,0,0,0,0,0,0,6,5,1,24.5,6.5,1,9,0
2026,Round 21,20262101,Talor Byrne,140fd8a,Carlton,Carl,images/afl_logos/Carl-40.png,0.1,4.2,2.3,5.8,12.5,7.25,0,11.9,2.6,10.4,0,73,54,0,0,70,7,5,12,83.3,261,189,2,1,1,18,0,3,3,3,3,3,2,3,0,0,0,0,0,0,0,0,3,2,1,8.8,4.2,3,9,2
2026,Round 21,20262101,Lewis Young,2dbc44,Carlton,Carl,images/afl_logos/Carl-40.png,7.4,2.1,2.3,0.5,12.3,6.47,2.9,9.6,4.5,6.7,0,67,45,0,0,78,4,6,10,90,92,170,0,1,3,12,0,5,1,2,0,2,1,3,0,0,21,3,3,17,1,1,1,1,0,2.6,3.4,2,6,2
2026,Round 21,20262101,Zac Bailey,1407848,Brisbane,Bris,images/afl_logos/Bris-40.png,5.2,3,1.1,2.5,11.8,13.12,-0.4,11.4,4,7.7,0,62,57,0,0,81,8,10,18,88.9,242,165,4,2,0,14,0,4,2,3,2,11,1,3,0,0,23,1,1,0,0,0,1,1,0,2.9,3.1,0,6,0
2026,Round 21,20262101,Marc Pittonet,2311b2,Carlton,Carl,images/afl_logos/Carl-40.png,8.1,0.6,4.1,-1.2,11.6,11.81,4.7,7.6,7.6,6.3,0,73,76,0.01,0,68,8,4,12,66.7,235,64,3,5,2,9,0,8,4,2,0,1,1,3,2,1,72,6,6,65,21,3,1,1,0,4.3,1.7,0,3,1
2026,Round 21,20262101,Cooper Lord,140ecac,Carlton,Carl,images/afl_logos/Carl-40.png,0.2,3.1,2.1,5.7,11.2,9.11,0,11.4,1.9,9.5,0,80,98,0.01,0,73,18,6,24,95.8,533,330,5,2,1,14,0,1,0,1,0,14,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1
2026,Round 21,20262101,Patrick Cripps,2da270,Carlton,Carl,images/afl_logos/Carl-40.png,4.8,1.4,1.3,3.7,11.2,13.84,5.7,1,7,0.3,0,66,61,0.05,0,74,9,9,18,72.2,251,163,2,3,3,11,0,11,9,2,1,6,0,2,1,0,74,8,8,2,0,0,1,0,0,2.4,-2.4,0,5,2
2026,Round 21,20262101,Wade Derksen,140ae4c,Carlton,Carl,images/afl_logos/Carl-40.png,4.4,3,0.8,2.6,10.8,6.65,0.2,8.8,10,-1,1,84,83,0.01,0,85,14,4,18,77.8,219,267,1,2,0,1,0,6,4,5,3,0,11,11,2,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3
2026,Round 21,20262101,Mitch McGovern,230da7,Carlton,Carl,images/afl_logos/Carl-40.png,4.3,2.9,5.9,-3,10.2,8.31,4,3.4,5.6,4.2,0,61,37,0,0,77,4,6,10,80,67,76,2,1,0,4,0,6,4,6,4,0,0,2,1,0,0,1,1,0,0,0,1,1,0,2.1,3.9,1,7,1
2026,Round 21,20262101,Francis Evans,140b2a7,Carlton,Carl,images/afl_logos/Carl-40.png,4.8,-0.8,3.7,2,9.7,9.06,0.9,6.9,1.9,5.8,0,46,41,0,0,77,4,3,7,71.4,108,42,1,0,3,16,0,3,2,1,1,2,0,1,0,0,0,0,0,0,0,0,2,1,1,6.7,0.3,1,6,0
2026,Round 21,20262101,Matthew Cottrell,1408f1a,Carlton,Carl,images/afl_logos/Carl-40.png,0.9,1.9,3.2,3.2,9.2,7.58,0,4.5,2.1,3.8,0,68,67,0,0,77,7,5,12,83.3,192,96,3,1,4,19,0,2,0,2,0,6,0,5,1,0,0,0,0,0,0,0,2,1,1,5.5,1.5,2,7,0
2026,Round 21,20262101,Ryan Lester,22f75c,Brisbane,Bris,images/afl_logos/Bris-40.png,0,3.8,5.2,0,9.1,9.03,1.1,6.2,4.7,1.8,0,64,39,0,0,71,8,3,11,90.9,165,109,1,2,1,11,0,5,2,4,1,5,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1
2026,Round 21,20262101,Hugh McCluggage,1407312,Brisbane,Bris,images/afl_logos/Bris-40.png,3.7,2.4,1.8,0.8,8.7,11.81,0.7,4.8,1,5,0,66,72,0,0,74,11,7,18,72.2,410,219,6,2,3,20,0,2,1,1,1,12,0,3,0,0,38,1,1,0,0,0,1,1,0,3.5,2.5,0,6,0
2026,Round 21,20262101,Darcy Wilmot,140b1eb,Brisbane,Bris,images/afl_logos/Bris-40.png,-0.6,4.8,3,1.5,8.7,11,0,7.6,5,3.6,0,43,53,0,0,83,11,2,13,84.6,295,158,3,3,1,9,1,3,1,3,1,4,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2026,Round 21,20262101,Jaspa Fletcher,140cbdc,Brisbane,Bris,images/afl_logos/Bris-40.png,0.8,7.1,-0.8,1.7,8.7,8.4,1.1,8.4,7.5,3.9,0,90,86,0,0,84,18,4,22,90.9,371,203,1,2,0,11,3,6,3,5,2,8,4,9,3,2,0,0,1,0,0,0,0,0,0,0,0,0,6,2
2026,Round 21,20262101,Billy Wilson,140db5e,Carlton,Carl,images/afl_logos/Carl-40.png,1,4.7,1.5,0.9,8,7.67,1.5,5.5,2,5.4,0,78,63,0,0,78,15,3,18,88.9,539,139,3,6,0,10,5,2,2,1,1,6,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,8,3
2026,Round 21,20262101,Darcy Fort,231163,Brisbane,Bris,images/afl_logos/Bris-40.png,0.2,2.2,1.9,3.4,7.8,10.22,3.3,4.8,3.6,0,0,48,59,0,0,65,6,5,11,81.8,124,106,1,2,1,10,0,5,3,2,2,2,1,3,0,0,38,1,3,35,17,4,0,0,0,0,0,0,1,0
2026,Round 21,20262101,Harris Andrews,2db75b,Brisbane,Bris,images/afl_logos/Bris-40.png,2.8,1.5,0.3,3.2,7.8,11.68,0.4,6.7,7.9,0.8,0,63,58,0,0,96,6,8,14,92.9,34,291,0,1,3,6,1,7,4,7,4,3,6,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2026,Round 21,20262101,Oscar Allen,1408061,Brisbane,Bris,images/afl_logos/Bris-40.png,6.4,0.1,0,1.1,7.7,6.14,0,6.9,4.5,2.4,0,54,42,0,0,82,5,5,10,80,138,87,1,0,0,4,0,6,4,6,4,1,2,3,0,0,0,0,0,0,0,0,2,1,1,4.2,2.8,1,7,1
2026,Round 21,20262101,Josh Dunkley,2daeaa,Brisbane,Bris,images/afl_logos/Bris-40.png,0.9,4.9,0.8,0.8,7.5,11.05,-1.6,5.3,5.7,-2.1,0,98,113,0,0,86,10,15,25,72,391,439,4,5,9,30,0,5,2,2,0,13,4,7,0,2,72,2,3,0,0,0,0,0,0,0,0,1,9,4
2026,Round 21,20262101,Lachlan Cowan,140c2a9,Carlton,Carl,images/afl_logos/Carl-40.png,-0.3,3.8,-0.4,3.9,6.9,7.61,0.4,6.4,6.5,-1,0,63,55,0,0,80,10,4,14,71.4,274,108,1,5,1,9,0,8,6,7,5,3,8,5,1,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2
2026,Round 21,20262101,Conor McKenna,2dbe56,Brisbane,Bris,images/afl_logos/Bris-40.png,0.9,4.5,1.8,-0.4,6.8,7.87,0,3.6,1.7,3.4,0,34,33,0,0,84,10,1,11,63.6,348,63,2,6,1,15,3,2,2,1,1,5,1,1,0,0,0,1,0,0,0,0,1,0,0,1.2,-1.2,0,4,1
2026,Round 21,20262101,Keidean Coleman,14086eb,Brisbane,Bris,images/afl_logos/Bris-40.png,4.4,1.6,0,0,6,9.93,-0.5,6.8,2.7,2.7,0,45,22,0,0,27,4,1,5,100,63,66,1,0,1,4,0,2,1,2,1,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2
2026,Round 21,20262101,Nick Haynes,2305e1,Carlton,Carl,images/afl_logos/Carl-40.png,2.8,-0.2,3.6,-0.2,6,8.42,1,4,4.9,-0.6,0,55,56,0,0,67,9,4,13,84.6,142,204,1,1,0,3,0,4,3,2,1,3,4,7,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,2
2026,Round 21,20262101,Bruce Reville,14093a5,Brisbane,Bris,images/afl_logos/Bris-40.png,0.6,0.9,3.6,0.6,5.7,8.42,0,4.5,2.2,2.1,0,49,53,0,0,74,6,6,12,91.7,181,156,0,2,2,8,1,2,2,2,2,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2026,Round 21,20262101,Noah Answerth,14082fd,Brisbane,Bris,images/afl_logos/Bris-40.png,-0.5,0.5,2,3.5,5.6,5.28,0,4.8,2.6,1.6,0,41,61,0,0,80,10,3,13,84.6,302,82,0,4,1,7,1,1,1,1,1,3,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2026,Round 21,20262101,Jarrod Berry,2dbf75,Brisbane,Bris,images/afl_logos/Bris-40.png,1.8,2.7,-0.8,1.8,5.5,8.24,2.2,2.8,4,-1,0,65,61,0,0,81,8,10,18,72.2,102,128,1,1,1,11,0,6,5,4,4,8,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0
2026,Round 21,20262101,Cam Rayner,14077fb,Brisbane,Bris,images/afl_logos/Bris-40.png,-0.5,-1.3,5.3,1.6,5.2,10.08,4.9,-0.9,4.9,1.5,0,61,87,0,0,92,12,8,20,60,355,162,4,3,6,16,0,8,5,4,3,6,1,4,0,0,21,4,3,0,0,0,4,1,1,12.3,-5.3,1,6,1
2026,Round 21,20262101,Harry Dean,140f07c,Carlton,Carl,images/afl_logos/Carl-40.png,-2.4,5.8,0.4,1.1,4.9,6.99,0,4.3,3.6,1.2,0,60,57,0,0,89,6,9,15,66.7,143,143,0,2,2,8,0,2,2,2,2,8,5,4,0,2,0,0,0,0,0,0,1,1,0,2.5,3.5,0,2,1
2026,Round 21,20262101,Blake Acres,2309e6,Carlton,Carl,images/afl_logos/Carl-40.png,0,2,1.1,1.2,4.3,7.53,0.9,2.8,1.1,5,0,44,66,0,0,82,10,7,17,82.4,328,238,2,4,1,14,0,2,2,1,1,8,1,5,0,0,0,1,1,0,0,0,1,1,0,5.1,0.9,1,4,0
2026,Round 21,20262101,Ben Ainsworth,2dbf72,Carlton,Carl,images/afl_logos/Carl-40.png,-0.3,1.7,0.2,2.6,4.3,7.17,0,0.6,1.4,0.2,0,59,68,0,0,76,8,9,17,76.5,219,208,3,5,1,10,0,1,1,1,1,9,0,7,0,0,3,0,0,0,0,0,2,1,1,6.7,0.3,1,6,0
2026,Round 21,20262101,Charlie Cameron,2da211,Brisbane,Bris,images/afl_logos/Bris-40.png,0.4,2.6,1.5,-0.7,3.7,8.89,0,1.6,1.3,0.3,0,55,58,0,0,83,9,0,9,55.6,288,39,2,1,0,7,0,1,0,1,0,1,0,5,0,0,0,0,0,0,0,0,5,2,3,15.7,-0.7,0,8,0
2026,Round 21,20262101,Levi Ashcroft,140ded0,Brisbane,Bris,images/afl_logos/Bris-40.png,0.4,-0.1,0.2,2.4,2.9,8.51,0,-0.2,1.8,-2,0,31,35,0,0,77,3,8,11,81.8,60,267,0,0,0,13,0,2,2,2,2,5,2,3,0,0,5,0,0,0,0,0,1,0,1,2.5,-1.5,0,4,1
2026,Round 21,20262101,Eric Hipwood,2daf21,Brisbane,Bris,images/afl_logos/Bris-40.png,-1.6,-0.2,7.5,-2.8,2.9,4.69,0,2.3,3.7,-0.5,0,49,49,0,0,85,11,2,13,69.2,321,61,1,6,0,8,0,3,2,3,2,3,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2026,Round 21,20262101,Logan Morris,140dcb3,Brisbane,Bris,images/afl_logos/Bris-40.png,-0.3,-0.1,-4.1,0,-4.5,8.84,0,-6.4,3.4,-3.7,0,26,33,0,0,74,5,0,5,20,163,47,2,1,2,6,0,3,1,3,1,0,0,3,0,0,0,0,0,0,0,0,2,0,2,6.4,-4.4,0,3,0
2026,Round 21,20262102,Nick Daicos,140ca1d,Collingwood,Coll,images/afl_logos/Coll-40.png,8.4,0.4,5.1,7.2,21.2,16.84,8.7,5.3,9.2,5.3,5,125,109,1.11,17,88,17,18,35,68.6,494,471,7,3,4,18,0,13,10,3,3,16,3,2,0,0,82,9,10,0,0,0,0,0,0,0,0,1,8,2
2026,Round 21,20262102,Daniel McStay,230ea0,Collingwood,Coll,images/afl_logos/Coll-40.png,4.8,0,3.5,9,17.3,8.44,2.3,12.4,6.8,7.9,8,110,118,0.98,14,79,10,0,10,70,143,14,0,0,9,18,0,5,1,2,1,1,0,4,1,0,14,3,3,31,8,1,6,5,0,24,6,0,6,1
2026,Round 21,20262102,Oliver Henry,140a17c,Geelong,Geel,images/afl_logos/Geel-40.png,5.2,4.8,1.7,5.6,17.3,7.33,0,18.5,8.4,11,1,103,84,0.1,1,75,9,5,14,71.4,322,86,1,3,3,15,0,7,5,7,5,2,2,6,2,0,0,0,0,0,0,0,5,3,2,14.3,5.7,2,7,1
2026,Round 21,20262102,Darcy Cameron,2da0d3,Collingwood,Coll,images/afl_logos/Coll-40.png,3,4.1,4.4,4.8,16.3,11.45,5.6,7.9,13.2,-0.8,0,121,120,0.03,0,76,13,9,22,50,312,89,1,4,3,10,0,15,6,5,3,3,7,7,2,5,86,4,9,72,29,8,0,0,0,0,0,0,4,5
2026,Round 21,20262102,Oliver Dempsey,140d10a,Geelong,Geel,images/afl_logos/Geel-40.png,8.7,3.9,3.4,-0.1,15.9,11.17,3.9,10.9,8.6,5.3,10,127,125,2.29,50,84,12,17,29,72.4,421,304,3,5,3,20,0,12,8,5,2,9,5,10,2,2,0,4,5,0,0,0,4,2,0,12.2,-0.2,0,6,2
2026,Round 21,20262102,James Worpel,14077ee,Geelong,Geel,images/afl_logos/Geel-40.png,4,6.2,2.5,2.7,15.5,9.22,9,1.2,7.1,2.6,0,95,90,0.15,2,72,14,10,24,58.3,344,135,6,7,6,27,0,14,11,3,3,9,2,1,0,0,64,10,8,0,0,0,0,0,0,0,0,1,2,1
2026,Round 21,20262102,Bailey Smith,1408732,Geelong,Geel,images/afl_logos/Geel-40.png,3.4,5.9,0.3,4.9,14.4,13.99,6.7,4.4,7.8,4,3,79,73,1.01,15,86,19,9,28,46.4,512,162,8,5,1,10,2,14,10,5,5,6,3,0,0,0,79,9,11,0,0,0,0,0,0,0,0,1,5,3
2026,Round 21,20262102,Jeremy Howe,22f671,Collingwood,Coll,images/afl_logos/Coll-40.png,6.8,5.1,1.6,0,13.5,10.18,0,12.1,7.6,2.5,0,71,51,0,0,69,7,4,11,81.8,185,192,0,1,1,5,2,5,2,5,2,1,5,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2026,Round 21,20262102,Patrick Lipinski,1407b7a,Collingwood,Coll,images/afl_logos/Coll-40.png,6.2,4.1,2.1,1.1,13.4,9.59,0.9,10.9,6.3,5.5,0,75,58,0,0,81,10,11,21,76.2,349,219,1,4,0,13,0,9,8,8,7,10,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
2026,Round 21,20262102,Beau McCreery,14081d5,Collingwood,Coll,images/afl_logos/Coll-40.png,0.7,4.9,2.8,5.1,13.4,9.36,0.2,10.2,1.9,8.5,0,67,64,0,0,81,8,1,9,77.8,328,107,3,2,4,19,0,3,3,3,3,2,0,3,0,0,7,0,0,0,0,0,4,2,1,10.4,2.6,1,5,0
2026,Round 21,20262102,Oisin Mullin,140d0d6,Geelong,Geel,images/afl_logos/Geel-40.png,3,3.3,1.8,5.2,13.2,7.55,5.2,5,5.7,5,1,73,60,0.04,0,82,6,10,16,81.3,186,347,3,2,4,18,0,8,8,2,2,3,3,4,0,1,75,5,4,0,0,0,0,0,0,0,0,1,7,4
2026,Round 21,20262102,Jay Polkinghorne,140da64,Geelong,Geel,images/afl_logos/Geel-40.png,3.9,0.9,2.2,6.3,13.2,5.47,0,13.1,3.3,10.3,0,59,52,0.01,0,69,5,3,8,75,173,96,0,3,1,11,0,4,3,4,3,0,0,4,1,0,0,0,0,0,0,0,3,3,0,9.5,8.5,0,3,0
2026,Round 21,20262102,Isaac Quaynor,1408ed9,Collingwood,Coll,images/afl_logos/Coll-40.png,2.4,5.8,3.2,0.9,12.3,7.85,0,9,6.7,1.9,0,97,89,0,0,89,10,9,19,68.4,435,161,3,6,6,18,0,7,5,7,5,7,9,5,0,3,0,0,0,0,0,0,1,0,0,1.5,-1.5,0,4,2
2026,Round 21,20262102,Connor O'Sullivan,140dc25,Geelong,Geel,images/afl_logos/Geel-40.png,3.8,-0.5,4.6,3.7,11.6,9.6,1,7.9,5.4,2.6,0,85,69,0.01,0,93,10,6,16,93.8,425,60,1,5,2,7,0,6,4,5,3,4,7,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1
2026,Round 21,20262102,Shaun Mannagh,2daed6,Geelong,Geel,images/afl_logos/Geel-40.png,3,3.1,-0.8,6.2,11.5,11.84,1.4,5.6,3.6,7.5,0,68,65,0.01,0,81,12,2,14,57.1,403,140,7,7,6,21,0,7,4,3,3,6,1,2,0,0,7,4,3,0,0,0,2,1,0,7.4,-1.4,2,7,2
2026,Round 21,20262102,Jack Crisp,23006f,Collingwood,Coll,images/afl_logos/Coll-40.png,1.4,4.3,2.8,2.6,11.2,11.4,1.4,8.1,7.2,2.2,0,91,89,0,0,81,12,9,21,71.4,441,216,3,5,4,15,0,7,5,5,4,8,5,7,1,1,4,1,2,0,0,0,1,0,1,4.1,-3.1,0,7,2
2026,Round 21,20262102,Tanner Bruhn,140a145,Geelong,Geel,images/afl_logos/Geel-40.png,3.7,1.1,2.1,4,11,9.71,0.3,7.6,4.9,3,0,86,83,0.03,0,78,15,9,24,75,571,238,2,6,2,9,3,7,7,5,5,11,5,4,0,0,4,2,1,0,0,0,0,0,0,0,0,0,2,1
2026,Round 21,20262102,Jordan De Goey,2db009,Collingwood,Coll,images/afl_logos/Coll-40.png,3.8,2.6,1.8,2.5,10.8,10.27,1.3,5.4,3.3,3.3,0,74,63,0,0,83,8,11,19,78.9,260,152,2,1,1,9,0,7,5,4,3,8,2,4,0,0,61,2,3,0,0,0,1,0,0,2.3,-2.3,0,4,0
2026,Round 21,20262102,Billy Frampton,2da69d,Collingwood,Coll,images/afl_logos/Coll-40.png,3.1,1.9,1.4,4,10.4,8.09,0.7,6.3,3.6,2.2,0,66,49,0,0,100,7,4,11,90.9,202,93,1,1,1,8,0,4,1,3,0,4,4,5,2,3,0,1,1,0,0,0,0,0,0,0,0,0,3,2
2026,Round 21,20262102,Mark O'Connor,1408afe,Geelong,Geel,images/afl_logos/Geel-40.png,2.1,5.1,0.9,2.3,10.4,7.44,2.7,4.6,4.9,3.1,0,77,76,0.01,0,84,11,9,20,85,333,416,4,5,3,13,0,4,3,2,2,8,7,5,0,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0
2026,Round 21,20262102,Mitchell Edwards,140ce30,Geelong,Geel,images/afl_logos/Geel-40.png,0.8,7.8,3.4,-1.6,10.4,8.37,4,0.8,4,0.5,0,77,68,0.01,0,73,7,5,12,58.3,251,92,4,2,2,14,0,4,4,1,1,2,1,3,0,1,86,3,1,58,25,9,1,0,1,4,-3,1,5,2
2026,Round 21,20262102,Scott Pendlebury,227d21,Collingwood,Coll,images/afl_logos/Coll-40.png,4.6,2.6,1.4,1.1,9.8,11.26,2.4,2.7,5.8,-0.7,0,92,78,0,0,79,8,12,20,60,313,393,1,2,5,13,0,8,4,4,2,9,4,2,0,0,25,2,2,0,0,0,2,0,2,6.6,-4.6,0,6,2
2026,Round 21,20262102,Oliver Wiltshire,140c0d1,Geelong,Geel,images/afl_logos/Geel-40.png,0.4,0.3,3.6,5.4,9.6,6.84,2.2,6.4,2.5,6.1,0,50,36,0,0,71,2,10,12,83.3,139,192,2,1,1,7,0,5,5,3,3,6,1,0,0,0,0,2,2,0,0,0,1,1,0,1.9,4.1,0,5,0
2026,Round 21,20262102,Josh Daicos,14082fe,Collingwood,Coll,images/afl_logos/Coll-40.png,3.6,3.7,2.9,-1.1,9,10.55,2.1,3.4,6.4,-1.5,0,104,117,0.04,0,89,17,16,33,69.7,467,413,3,5,5,18,3,10,8,6,6,16,6,4,0,0,11,2,4,0,0,0,1,0,1,3.3,-2.3,1,6,1
2026,Round 21,20262102,Jack Henry,14072e9,Geelong,Geel,images/afl_logos/Geel-40.png,2.4,2,2.2,2.2,8.9,7.12,0,8.5,3.2,1.7,0,61,48,0,0,91,4,5,9,88.9,63,121,0,1,4,4,0,3,2,3,2,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2026,Round 21,20262102,Lawson Humphries,140a3d8,Geelong,Geel,images/afl_logos/Geel-40.png,3.4,2.9,1.2,1.3,8.8,9.77,0.1,5.7,3.7,0.2,0,61,60,0.01,0,76,11,4,15,80,190,253,0,2,1,6,3,4,2,3,2,4,5,5,1,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1
2026,Round 21,20262102,Tom Stewart,22f858,Geelong,Geel,images/afl_logos/Geel-40.png,2.8,2.6,1.1,1.9,8.5,10.38,0.7,6.4,4.5,1.1,2,98,93,0.1,1,87,17,8,25,72,477,146,1,2,2,3,3,6,6,5,5,8,8,6,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0
2026,Round 21,20262102,Tom Atkins,2db0d2,Geelong,Geel,images/afl_logos/Geel-40.png,7.3,0.5,0.1,0.6,8.5,11.55,1.8,2.1,4.9,2.9,0,88,71,0.05,0,74,10,9,19,63.2,390,193,9,2,7,20,0,10,8,2,2,6,2,2,0,0,71,6,4,0,0,0,0,0,0,0,0,1,4,1
2026,Round 21,20262102,Dan Houston,2db077,Collingwood,Coll,images/afl_logos/Coll-40.png,0.3,-1.3,5.8,3.3,8.2,8.64,0,5.3,5.4,0.4,0,73,66,0,0,81,11,5,16,75,477,104,2,5,3,13,2,6,3,6,3,5,9,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1
