Year,RoundName,MatchId,Player,WebsiteId,Team,Abbreviation,Image,Rating_Q1,Rating_Q2,Rating_Q3,Rating_Q4,RatingPoints,EstimatedRating,Equity_PreClearance,Equity_PostClearance,Equity_Possession,Equity_BallUse,CoachesVotes,Supercoach,DreamTeamPoints,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,AssistedMetresGained,Inside50s,Turnovers,Tackles,PressureActs,KickIns,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,HandballReceives,Intercepts,Marks,ContestedMarks,InterceptMarks,CentreBounceAttendancePercentage,TotalClearances,FirstPossessions,RuckContests,Hitouts,HitoutsToAdvantage,ShotsAtGoal,Goals,Behinds,xScore,xScoreRating,GoalAssists,ScoreInvolvements,ScoreLaunches
2026,Round 28,20262802,Michael Frederick,2dc419,Fremantle,Frem,images/afl_logos/Frem-40.png,0.4,6.2,0.2,-2,4.9,7.19,3.6,-1.5,3.4,-2,NA,66,66,72,8,5,13,46.2,233,198,3,3,5,20,0,4,1,2,1,6,2,1,0,0,0,2,1,0,0,0,4,1,1,12.9,-5.9,0,3,1
2026,Round 28,20262802,Joel Hamling,2305b6,Sydney,Syd,images/afl_logos/Syd-40.png,2.9,0.5,-0.3,1.8,4.9,6.61,0.1,5.6,6,-1.8,NA,51,43,95,5,5,10,70,139,184,1,1,1,5,0,3,0,2,0,3,6,4,0,4,0,1,1,0,0,0,0,0,0,0,0,1,2,1
2026,Round 28,20262802,Billy Cootee,1408acd,Sydney,Syd,images/afl_logos/Syd-40.png,1.2,0.7,1.4,0.7,4,6.19,0,4.1,2.3,1.1,NA,33,29,69,1,4,5,80,96,171,2,1,4,13,0,4,3,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
2026,Round 28,20262802,Sam Wicks,1408798,Sydney,Syd,images/afl_logos/Syd-40.png,0,1.8,0.3,1.4,3.5,6.33,0.3,2.3,2.9,2,NA,40,42,84,12,3,15,53.3,480,49,3,5,2,12,3,4,3,4,3,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2026,Round 28,20262802,Neil Erasmus,140be5a,Fremantle,Frem,images/afl_logos/Frem-40.png,3.6,-1.4,0.1,0.8,3.1,9.05,0.3,1.7,3.2,-0.3,NA,66,76,80,14,3,17,58.8,427,113,2,7,2,8,0,6,3,3,2,5,3,5,0,0,0,2,3,0,0,0,3,1,0,8.2,-2.2,0,2,1
2026,Round 28,20262802,Matt Roberts,1409ef2,Sydney,Syd,images/afl_logos/Syd-40.png,0.8,0.9,1.9,-0.8,2.9,9.37,-1.1,3.7,4,-0.7,NA,69,48,86,7,10,17,82.4,314,254,1,2,1,5,1,3,3,3,3,8,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,Round 28,20262802,Lewis Melican,2dba07,Sydney,Syd,images/afl_logos/Syd-40.png,3.2,-0.8,1.5,-1.3,2.6,7.8,0,1.8,3.7,-1.2,NA,29,30,77,4,4,8,50,145,129,2,2,1,7,0,2,1,2,1,4,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,Round 28,20262802,Jesse Dattoli,140e2d5,Sydney,Syd,images/afl_logos/Syd-40.png,1.2,0.3,0.4,0.3,2.2,9.63,0,1.8,0,1.8,NA,25,30,59,3,0,3,66.7,127,30,2,0,4,8,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1.8,-0.8,0,2,0
2026,Round 28,20262802,Josh Treacy,140a153,Fremantle,Frem,images/afl_logos/Frem-40.png,1.5,1.3,-4.7,1.6,-0.3,10.45,0,-0.6,2.7,-2.5,NA,23,29,87,6,2,8,62.5,172,43,2,2,0,9,0,3,1,3,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2026,Round 28,20262802,Hayden McLean,1407bc3,Sydney,Syd,images/afl_logos/Syd-40.png,-3.4,1.4,0.6,1.1,-0.3,6.74,-1,1,4.1,-1.3,NA,33,54,72,6,5,11,45.5,251,182,1,4,2,9,0,4,1,3,1,3,3,3,1,1,28,1,2,39,7,0,1,0,1,4.3,-3.3,0,2,1
