Year,RoundName,MatchId,Player,Team,Opponent,Disposals,Kicks,Handballs,Marks,ContestedMarks,InterceptMarks,Tackles,PressureActs,Goals,Behinds,ShotsAtGoal,GoalAssists,ScoreInvolvements,TotalClearances,Hitouts,Inside50s,ContestedPossessions,GroundBallGets,Intercepts,HandballReceives,MetresGained,CentreBounceAttendancePercentage,TimeOnGround,DreamTeamPoints,RatingPoints,DisposalEfficiency,MarksOnLead,MarksInside50,TacklesInside50,Rebound50s
2023,Round 1,CD_M20230140101,Liam Baker,Richmond,Carlton,15,10,5,5,0,2,1,12,0,0,0,0,4,0,0,1,4,3,7,,273,,84,55,5.7,80,0,0,0,2
2023,Round 1,CD_M20230140101,Noah Balta,Richmond,Carlton,8,6,2,3,2,3,1,7,0,0,0,0,1,0,0,1,5,3,6,,199,,87,35,7.2,62.5,0,0,0,4
2023,Round 1,CD_M20230140101,Shai Bolton,Richmond,Carlton,18,15,3,6,1,0,4,8,1,1,3,1,3,3,0,7,8,3,1,,567,,88,88,7.9,66.7,0,2,1,0
2023,Round 1,CD_M20230140101,Nathan Broad,Richmond,Carlton,13,11,2,7,1,2,3,6,0,0,0,0,1,1,0,2,2,1,3,,209,,90,70,4.1,84.6,0,0,1,2
2023,Round 1,CD_M20230140101,Trent Cotchin,Richmond,Carlton,18,9,9,3,0,0,3,15,0,0,0,0,3,4,0,3,11,8,3,,263,,67,57,8.1,66.7,1,0,0,3
2023,Round 1,CD_M20230140101,Dylan Grimes,Richmond,Carlton,12,8,4,5,1,2,2,4,0,0,0,0,2,0,0,0,4,3,6,,107,,82,55,6.4,91.7,0,0,0,1
2023,Round 1,CD_M20230140101,Tom Lynch,Richmond,Carlton,10,9,1,6,4,0,0,10,3,3,6,0,6,2,1,1,9,2,0,,176,,89,63,13.3,60,1,5,0,0
2023,Round 1,CD_M20230140101,Rhyan Mansell,Richmond,Carlton,7,5,2,4,0,0,1,12,0,0,0,0,2,0,0,2,3,3,1,,93,,67,32,4.2,71.4,1,0,0,0
2023,Round 1,CD_M20230140101,Marlion Pickett,Richmond,Carlton,10,4,6,2,1,2,2,9,0,0,0,0,1,0,0,2,6,4,6,,126,,51,30,7.4,80,0,0,0,1
2023,Round 1,CD_M20230140101,Tim Taranto,Richmond,Carlton,32,18,14,3,0,0,8,23,0,2,4,0,4,5,0,4,12,8,3,,542,,80,123,7.2,56.3,0,0,3,3
2023,Round 1,CD_M20230140101,Nick Vlastuin,Richmond,Carlton,11,9,2,4,0,1,2,11,0,1,1,0,2,0,0,2,2,1,4,,205,,91,53,4.1,81.8,1,0,0,2
2023,Round 1,CD_M20230140101,Jacob Hopper,Richmond,Carlton,18,12,6,3,0,0,3,13,0,0,0,1,1,1,0,6,7,6,3,,381,,72,71,8.6,61.1,0,0,2,1
2023,Round 1,CD_M20230140101,Toby Nankervis,Richmond,Carlton,14,8,6,1,0,1,11,24,0,0,0,0,3,5,37,1,11,7,3,,170,,84,116,11.1,35.7,0,0,2,1
2023,Round 1,CD_M20230140101,Maurice Rioli,Richmond,Carlton,11,7,4,2,0,0,3,16,2,0,2,0,4,1,0,2,4,3,1,,208,,74,57,9.5,72.7,0,0,2,0
2023,Round 1,CD_M20230140101,Jack Graham,Richmond,Carlton,20,11,9,1,0,0,9,21,0,2,2,0,5,2,0,5,9,6,4,,283,,88,89,3.5,70,0,0,1,0
2023,Round 1,CD_M20230140101,Jayden Short,Richmond,Carlton,17,15,2,6,0,0,3,4,0,0,0,1,4,1,0,4,3,2,1,,479,,77,79,7,76.5,1,0,0,4
2023,Round 1,CD_M20230140101,Kamdyn McIntosh,Richmond,Carlton,17,11,6,5,0,0,3,10,0,0,0,1,3,1,0,3,4,1,2,,262,,82,69,2.2,70.6,0,0,0,2
2023,Round 1,CD_M20230140101,Jack Riewoldt,Richmond,Carlton,12,9,3,6,4,0,5,16,1,0,1,0,2,1,1,4,10,3,3,,197,,95,76,18.2,83.3,1,1,4,0
2023,Round 1,CD_M20230140101,Daniel Rioli,Richmond,Carlton,27,17,10,7,1,2,4,10,0,0,0,1,5,0,0,5,6,5,7,,681,,84,108,17.6,92.6,0,0,0,5
2023,Round 1,CD_M20230140101,Dion Prestia,Richmond,Carlton,23,10,13,4,0,0,1,13,0,1,2,0,3,5,0,2,13,10,5,,316,,81,71,7.9,73.9,0,1,0,1
2023,Round 1,CD_M20230140101,Dustin Martin,Richmond,Carlton,23,15,8,6,2,0,0,14,1,0,2,1,5,1,0,8,10,7,1,,432,,82,76,13.7,56.5,1,0,0,1
2023,Round 1,CD_M20230140101,Ben Miller,Richmond,Carlton,9,5,4,4,0,1,1,5,0,0,1,0,4,3,5,1,5,2,3,,84,,80,45,9.7,88.9,0,1,0,1
2023,Round 1,CD_M20230140101,Jack Ross,Richmond,Carlton,4,4,0,2,0,0,0,3,0,0,1,0,0,0,0,0,1,0,2,,65,,25,19,1.2,75,0,1,0,1
2023,Round 1,CD_M20230140101,Lachlan Cowan,Carlton,Richmond,8,6,2,2,2,2,2,9,0,0,0,0,2,0,0,1,6,2,6,,166,,53,37,5.7,62.5,0,0,0,1
2023,Round 1,CD_M20230140101,Ed Curnow,Carlton,Richmond,14,12,2,6,0,1,4,6,0,0,0,2,4,1,0,4,2,2,1,,300,,86,74,4,57.1,0,0,0,1
2023,Round 1,CD_M20230140101,Blake Acres,Carlton,Richmond,16,10,6,5,0,0,2,9,0,0,1,0,1,0,0,2,5,3,4,,228,,84,61,2.6,68.8,0,0,1,2
2023,Round 1,CD_M20230140101,Adam Cerra,Carlton,Richmond,21,14,7,6,0,0,3,21,0,0,0,1,5,2,0,3,10,8,4,,389,,73,89,11.1,76.2,0,0,1,1
2023,Round 1,CD_M20230140101,Patrick Cripps,Carlton,Richmond,25,9,16,2,1,0,6,20,0,1,2,0,5,7,0,2,15,13,1,,292,,83,84,14.2,68,0,0,2,2
2023,Round 1,CD_M20230140101,Charlie Curnow,Carlton,Richmond,10,8,2,1,1,0,1,9,3,0,3,0,6,0,0,4,4,3,0,,191,,95,50,16.1,80,0,1,1,0
2023,Round 1,CD_M20230140101,Tom De Koning,Carlton,Richmond,13,7,6,2,1,2,3,14,0,1,1,0,4,3,24,1,10,3,3,,167,,79,76,11.5,61.5,0,0,1,1
2023,Round 1,CD_M20230140101,Sam Docherty,Carlton,Richmond,25,23,2,8,0,2,2,17,1,0,1,0,6,1,0,2,2,1,5,,553,,84,110,8.9,76,0,0,0,6
2023,Round 1,CD_M20230140101,Jack Martin,Carlton,Richmond,6,3,3,1,0,0,3,12,0,1,2,0,4,0,0,2,4,3,0,,59,,71,32,3.4,66.7,0,0,2,0
2023,Round 1,CD_M20230140101,George Hewett,Carlton,Richmond,28,10,18,5,0,0,4,13,0,0,0,0,3,8,0,2,14,7,2,,122,,71,99,12.4,71.4,0,0,0,3
2023,Round 1,CD_M20230140101,Zac Fisher,Carlton,Richmond,7,5,2,1,0,0,0,10,1,0,1,0,3,1,0,0,3,1,1,,159,,67,28,7.8,71.4,0,0,0,0
2023,Round 1,CD_M20230140101,Oliver Hollands,Carlton,Richmond,11,5,6,2,0,0,3,20,0,1,1,0,3,2,0,0,5,3,2,,155,,81,44,2.3,72.7,0,0,1,3
2023,Round 1,CD_M20230140101,Matthew Kennedy,Carlton,Richmond,22,13,9,5,0,0,5,20,0,1,1,0,4,4,0,5,9,7,1,,425,,69,91,8.7,72.7,0,1,0,3
2023,Round 1,CD_M20230140101,Mitch McGovern,Carlton,Richmond,21,17,4,7,3,6,4,13,0,0,0,0,5,1,0,3,8,4,9,,542,,76,93,11.7,66.7,0,0,0,8
2023,Round 1,CD_M20230140101,Harry McKay,Carlton,Richmond,13,11,2,10,4,0,1,4,1,2,4,1,6,0,0,6,8,4,1,,394,,96,76,4.2,46.2,0,2,0,0
2023,Round 1,CD_M20230140101,Jesse Motlop,Carlton,Richmond,10,5,5,4,1,0,2,14,0,0,0,0,2,0,0,2,5,4,1,,156,,81,43,2.5,60,0,0,1,0
2023,Round 1,CD_M20230140101,Nic Newman,Carlton,Richmond,14,9,5,5,0,0,2,12,0,0,1,0,0,0,0,0,5,3,5,,240,,90,61,4.4,78.6,0,0,0,5
2023,Round 1,CD_M20230140101,Lochie O'Brien,Carlton,Richmond,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1,,88,,25,12,4.3,75,0,0,0,1
2023,Round 1,CD_M20230140101,Matthew Owies,Carlton,Richmond,10,5,5,1,0,0,2,9,1,1,2,0,3,0,0,1,3,3,1,,102,,70,38,4.6,60,0,0,1,0
2023,Round 1,CD_M20230140101,Adam Saad,Carlton,Richmond,18,13,5,3,0,0,2,10,0,0,0,0,5,0,0,1,8,4,8,,430,,86,62,14.8,94.4,0,0,0,7
2023,Round 1,CD_M20230140101,Jack Silvagni,Carlton,Richmond,5,2,3,2,1,0,2,11,1,0,1,0,2,1,2,1,5,2,1,,53,,85,29,6.8,100,0,1,0,0
2023,Round 1,CD_M20230140101,Jacob Weitering,Carlton,Richmond,20,17,3,11,2,3,1,4,0,0,0,0,3,0,0,1,7,3,8,,487,,100,95,14.6,75,0,0,0,10
2023,Round 1,CD_M20230140101,Lewis Young,Carlton,Richmond,20,14,6,8,2,5,1,4,0,0,0,0,1,1,0,1,8,5,14,,235,,95,80,9.5,65,0,0,0,3
2023,Round 1,CD_M20230140102,Tom Atkins,Geelong,Collingwood,21,9,12,0,0,0,4,24,1,0,1,0,3,4,0,2,11,9,6,,259,,80,70,19.5,85.7,0,0,0,2
2023,Round 1,CD_M20230140102,Jed Bews,Geelong,Collingwood,11,6,5,2,0,0,1,10,0,0,0,0,0,0,0,1,6,6,5,,214,,80,38,5.5,54.5,0,0,0,2
2023,Round 1,CD_M20230140102,Mark Blicavs,Geelong,Collingwood,13,5,8,2,1,0,5,22,0,0,0,0,4,4,5,3,7,4,0,,177,,89,58,7.7,76.9,0,0,0,0
2023,Round 1,CD_M20230140102,Tanner Bruhn,Geelong,Collingwood,17,9,8,2,0,1,4,18,0,0,0,1,2,3,0,2,7,4,1,,309,,64,65,8.8,47.1,0,0,0,1
2023,Round 1,CD_M20230140102,Jeremy Cameron,Geelong,Collingwood,16,16,0,8,0,1,0,11,2,1,3,1,8,2,0,7,2,1,1,,365,,100,85,11.2,62.5,0,2,0,0
2023,Round 1,CD_M20230140102,Brad Close,Geelong,Collingwood,10,5,5,2,0,0,4,23,0,2,2,0,5,2,0,2,5,3,0,,130,,80,50,3.6,50,0,1,3,0
2023,Round 1,CD_M20230140102,Patrick Dangerfield,Geelong,Collingwood,22,9,13,3,1,0,1,23,1,0,1,0,5,6,0,2,15,9,3,,236,,62,66,11.3,54.5,0,0,0,0
2023,Round 1,CD_M20230140102,Sam De Koning,Geelong,Collingwood,7,2,5,0,0,0,0,5,0,0,0,0,2,0,0,0,4,4,4,,109,,84,16,6.9,85.7,0,0,0,0
2023,Round 1,CD_M20230140102,Cameron Guthrie,Geelong,Collingwood,15,10,5,1,0,0,4,15,0,0,0,0,0,3,0,2,7,6,0,,229,,74,54,10.4,60,0,0,0,2
2023,Round 1,CD_M20230140102,Zach Guthrie,Geelong,Collingwood,12,8,4,7,1,4,2,13,0,0,0,0,1,0,0,2,3,2,6,,280,,91,61,8.3,83.3,0,0,0,3
2023,Round 1,CD_M20230140102,Tom Hawkins,Geelong,Collingwood,11,6,5,4,2,0,0,7,2,2,4,2,7,0,4,1,7,4,1,,209,,86,59,13.4,63.6,1,3,0,0
2023,Round 1,CD_M20230140102,Oliver Henry,Geelong,Collingwood,15,8,7,6,2,1,2,20,2,0,2,0,5,2,0,0,10,5,3,,198,,83,77,12.2,93.3,1,1,0,1
2023,Round 1,CD_M20230140102,Max Holmes,Geelong,Collingwood,17,10,7,1,0,0,4,16,1,0,1,0,4,2,0,3,5,2,2,,439,,80,70,13,82.4,0,0,0,1
2023,Round 1,CD_M20230140102,Gryan Miers,Geelong,Collingwood,19,7,12,5,1,1,0,15,0,2,2,3,11,1,0,1,7,5,1,,221,,87,55,4.3,63.2,0,3,0,0
2023,Round 1,CD_M20230140102,Mark O'Connor,Geelong,Collingwood,15,8,7,3,1,2,4,15,0,0,0,0,1,0,0,0,5,2,6,,303,,92,65,10.4,93.3,0,0,0,4
2023,Round 1,CD_M20230140102,Brandan Parfitt,Geelong,Collingwood,5,0,5,0,0,0,2,13,0,0,0,0,1,2,0,1,2,2,0,,23,,41,15,2.3,80,0,0,0,0
2023,Round 1,CD_M20230140102,Esava Ratugolea,Geelong,Collingwood,6,4,2,4,2,4,0,4,0,0,0,0,0,0,0,0,4,2,6,,102,,94,19,11.9,83.3,0,0,0,5
2023,Round 1,CD_M20230140102,Gary Rohan,Geelong,Collingwood,8,5,3,5,1,1,1,6,2,0,2,0,4,0,0,3,1,0,1,,182,,81,46,5.6,75,1,3,1,0
2023,Round 1,CD_M20230140102,Isaac Smith,Geelong,Collingwood,21,19,2,6,1,1,2,15,1,0,1,1,6,1,0,8,3,2,2,,730,,88,91,13.7,81,0,0,2,6
2023,Round 1,CD_M20230140102,Rhys Stanley,Geelong,Collingwood,16,10,6,1,0,0,2,10,0,0,1,0,3,2,29,3,6,3,2,,307,,85,75,11.2,50,0,0,0,4
2023,Round 1,CD_M20230140102,Tyson Stengle,Geelong,Collingwood,17,10,7,3,0,0,1,10,2,0,4,1,5,1,0,3,3,3,1,,269,,76,66,11.3,58.8,0,2,0,0
2023,Round 1,CD_M20230140102,Tom Stewart,Geelong,Collingwood,3,3,0,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,1,,138,,12,14,1.2,100,0,0,0,3
2023,Round 1,CD_M20230140102,Zach Tuohy,Geelong,Collingwood,18,13,5,4,0,1,0,4,2,0,2,0,2,0,0,0,9,9,9,,514,,92,70,13.1,72.2,0,1,0,9
2023,Round 1,CD_M20230140102,Taylor Adams,Collingwood,Geelong,16,8,8,3,0,0,3,11,1,1,2,3,9,3,0,4,5,4,0,,200,,71,62,9.2,81.3,1,0,2,0
2023,Round 1,CD_M20230140102,Darcy Cameron,Collingwood,Geelong,11,8,3,4,2,2,2,13,0,1,1,0,6,3,29,0,9,1,3,,81,,77,75,9.6,54.5,0,0,0,0
2023,Round 1,CD_M20230140102,Mason Cox,Collingwood,Geelong,6,6,0,5,3,0,1,3,2,0,2,1,5,1,16,4,5,1,0,,222,,52,59,14.6,100,1,2,1,0
2023,Round 1,CD_M20230140102,Jack Crisp,Collingwood,Geelong,22,11,11,4,0,0,4,14,0,1,1,1,6,3,0,4,9,6,3,,376,,78,81,7,54.5,0,1,0,1
2023,Round 1,CD_M20230140102,Josh Daicos,Collingwood,Geelong,27,16,11,3,0,1,3,6,0,0,0,0,9,5,0,6,9,7,2,,469,,92,91,17.4,77.8,0,0,0,5
2023,Round 1,CD_M20230140102,Nick Daicos,Collingwood,Geelong,35,21,14,7,0,0,0,12,0,0,0,1,9,3,0,5,10,7,5,,579,,86,114,19.1,91.4,0,0,0,3
2023,Round 1,CD_M20230140102,Jordan De Goey,Collingwood,Geelong,25,12,13,8,0,0,2,9,3,0,4,3,11,4,0,6,7,4,1,,418,,84,113,18.7,76,1,3,0,0
2023,Round 1,CD_M20230140102,Jamie Elliott,Collingwood,Geelong,13,8,5,6,0,0,1,17,0,2,3,0,4,0,0,2,1,1,0,,134,,89,58,-3.1,53.8,1,2,1,1
2023,Round 1,CD_M20230140102,Bobby Hill,Collingwood,Geelong,10,8,2,7,0,0,3,12,3,0,3,1,4,1,0,5,2,0,1,,318,,81,81,13.5,90,1,2,0,0
2023,Round 1,CD_M20230140102,Will Hoskin-Elliott,Collingwood,Geelong,18,12,6,5,1,0,2,14,0,0,0,0,4,3,0,2,7,5,2,,319,,71,72,7.5,50,1,0,0,2
2023,Round 1,CD_M20230140102,Jeremy Howe,Collingwood,Geelong,8,6,2,3,0,0,0,5,0,0,0,0,2,0,0,1,1,1,2,,194,,46,31,5.4,75,0,0,0,2
2023,Round 1,CD_M20230140102,Beau McCreery,Collingwood,Geelong,20,13,7,5,0,0,1,14,2,0,4,2,8,1,0,5,5,5,0,,413,,72,81,20.2,85,0,1,0,0
2023,Round 1,CD_M20230140102,Reef McInnes,Collingwood,Geelong,4,3,1,1,0,0,2,8,2,1,3,1,4,0,0,0,3,3,1,,45,,38,36,6.9,75,0,1,2,0
2023,Round 1,CD_M20230140102,Daniel McStay,Collingwood,Geelong,6,4,2,3,0,0,2,9,1,1,2,0,4,0,0,0,2,1,0,,27,,95,41,0.9,66.7,0,1,1,0
2023,Round 1,CD_M20230140102,Brody Mihocek,Collingwood,Geelong,9,6,3,5,1,0,2,7,2,1,3,0,5,0,0,2,4,1,1,,168,,85,59,2.7,55.6,1,2,1,0
2023,Round 1,CD_M20230140102,Tom Mitchell,Collingwood,Geelong,21,9,12,3,0,0,4,22,2,0,2,0,6,10,0,2,14,8,1,,272,,76,84,21.3,81,0,1,1,0
2023,Round 1,CD_M20230140102,Darcy Moore,Collingwood,Geelong,13,12,1,5,2,3,1,6,0,0,0,0,4,0,0,2,9,2,9,,327,,100,59,17.2,84.6,0,0,0,5
2023,Round 1,CD_M20230140102,Nathan Murphy,Collingwood,Geelong,6,5,1,3,0,2,0,9,0,0,0,0,1,0,0,0,1,0,3,,72,,88,21,1.8,83.3,0,0,0,2
2023,Round 1,CD_M20230140102,John Noble,Collingwood,Geelong,29,23,6,7,0,1,1,10,0,0,0,2,7,0,0,5,5,5,4,,637,,82,105,9.1,82.8,0,0,0,6
2023,Round 1,CD_M20230140102,Scott Pendlebury,Collingwood,Geelong,27,13,14,4,0,0,8,17,1,0,1,1,9,4,0,2,10,7,6,,369,,82,118,23.1,77.8,0,0,2,0
2023,Round 1,CD_M20230140102,Isaac Quaynor,Collingwood,Geelong,8,4,4,2,1,1,4,15,0,0,0,0,3,0,0,0,5,4,5,,16,,79,37,2.5,75,0,0,0,1
2023,Round 1,CD_M20230140102,Steele Sidebottom,Collingwood,Geelong,19,8,11,5,0,0,4,21,0,0,0,1,4,2,0,3,6,5,4,,332,,88,71,10.8,89.5,0,0,1,0
2023,Round 1,CD_M20230140102,Brayden Maynard,Collingwood,Geelong,19,13,6,7,0,2,2,16,0,0,0,0,5,0,0,2,6,6,9,,281,,86,75,15.3,84.2,0,0,0,1
2023,Round 1,CD_M20230140103,Miller Bergman,North Melbourne,West Coast,13,9,4,3,1,1,0,6,0,0,0,0,4,0,0,3,4,2,4,,230,,86,46,8,92.3,0,0,0,2
2023,Round 1,CD_M20230140103,Aiden Bonar,North Melbourne,West Coast,15,5,10,5,1,1,2,6,0,0,0,0,3,0,0,0,6,5,7,,38,,85,58,12.3,100,0,0,0,0
2023,Round 1,CD_M20230140103,Charlie Comben,North Melbourne,West Coast,13,7,6,3,0,0,6,13,1,1,4,2,11,3,12,1,7,4,1,,219,,81,80,11.8,61.5,1,1,0,0
2023,Round 1,CD_M20230140103,Ben Cunnington,North Melbourne,West Coast,16,8,8,3,1,0,3,12,0,1,2,0,5,1,0,3,8,5,3,,198,,75,61,2.7,62.5,0,1,1,0
2023,Round 1,CD_M20230140103,Paul Curtis,North Melbourne,West Coast,8,6,2,3,1,0,1,10,2,1,4,0,4,1,0,1,4,1,0,,167,,78,46,6.2,62.5,0,2,1,1
2023,Round 1,CD_M20230140103,Luke Davies-Uniacke,North Melbourne,West Coast,32,12,20,1,0,0,5,19,1,1,2,1,8,10,0,7,19,16,3,,434,,87,108,24.2,78.1,0,0,0,0
2023,Round 1,CD_M20230140103,Josh Goater,North Melbourne,West Coast,15,8,7,3,0,0,0,6,0,1,1,0,2,0,0,1,5,4,5,,202,,81,46,5.1,66.7,0,0,0,2
2023,Round 1,CD_M20230140103,Griffin Logue,North Melbourne,West Coast,10,6,4,4,1,2,0,1,0,0,0,0,0,0,0,0,5,3,6,,107,,96,33,6,80,0,0,0,2
2023,Round 1,CD_M20230140103,Luke McDonald,North Melbourne,West Coast,22,15,7,5,0,0,6,12,0,0,0,0,0,0,0,1,9,6,8,,392,,89,88,9.3,72.7,0,0,0,5
2023,Round 1,CD_M20230140103,Jy Simpkin,North Melbourne,West Coast,25,13,12,3,0,0,5,16,0,0,0,0,6,7,0,3,12,6,1,,333,,86,86,13.3,80,0,0,0,2
2023,Round 1,CD_M20230140103,Curtis Taylor,North Melbourne,West Coast,17,12,5,6,1,0,3,14,0,1,1,0,4,1,0,2,3,2,1,,283,,84,77,1.8,52.9,1,1,1,1
2023,Round 1,CD_M20230140103,Harry Sheezel,North Melbourne,West Coast,34,22,12,9,0,2,0,15,0,0,0,1,3,1,0,4,9,8,6,,631,,86,118,10.4,73.5,0,0,0,8
2023,Round 1,CD_M20230140103,Bailey Scott,North Melbourne,West Coast,17,10,7,5,0,1,4,18,0,1,1,1,5,1,0,3,5,5,2,,329,,84,76,7.3,58.8,0,0,0,1
2023,Round 1,CD_M20230140103,Tristan Xerri,North Melbourne,West Coast,5,0,5,1,1,0,1,4,0,0,0,0,1,1,9,0,4,1,0,,-22,,15,26,5.4,60,0,0,1,0
2023,Round 1,CD_M20230140103,Jack Ziebell,North Melbourne,West Coast,26,22,4,9,0,0,2,6,0,0,0,0,4,0,0,4,0,0,3,,667,,84,109,8.5,96.2,0,0,0,6
2023,Round 1,CD_M20230140103,Jaidyn Stephenson,North Melbourne,West Coast,8,4,4,2,0,0,5,13,0,1,1,0,2,0,0,1,1,1,0,,124,,66,47,-1.1,37.5,0,1,4,2
2023,Round 1,CD_M20230140103,Hugh Greenwood,North Melbourne,West Coast,15,8,7,1,0,1,5,16,0,0,0,1,5,4,11,1,11,8,4,,173,,76,74,10.1,60,0,0,0,1
2023,Round 1,CD_M20230140103,Nick Larkey,North Melbourne,West Coast,9,7,2,3,1,0,1,12,6,0,6,0,7,0,0,0,5,2,0,,169,,95,76,20.4,100,0,2,1,0
2023,Round 1,CD_M20230140103,Cameron Zurhaar,North Melbourne,West Coast,14,8,6,1,0,0,1,10,2,0,2,2,8,1,0,4,7,5,2,,313,,81,56,12.4,78.6,0,0,1,0
2023,Round 1,CD_M20230140103,Will Phillips,North Melbourne,West Coast,17,5,12,0,0,0,2,10,0,1,1,1,5,4,0,3,8,7,2,,144,,53,46,9.5,76.5,0,0,0,0
2023,Round 1,CD_M20230140103,Tom Powell,North Melbourne,West Coast,24,8,16,3,0,0,4,20,0,1,1,0,8,4,0,4,11,10,2,,290,,78,73,6.1,70.8,0,0,1,0
2023,Round 1,CD_M20230140103,Liam Shiels,North Melbourne,West Coast,19,9,10,3,1,2,4,14,0,1,1,0,3,1,0,2,5,3,4,,191,,84,68,3.6,68.4,0,1,1,1
2023,Round 1,CD_M20230140103,Kayne Turner,North Melbourne,West Coast,8,4,4,1,0,0,9,26,0,0,0,0,1,1,0,1,4,3,1,,93,,69,60,4.8,62.5,0,0,1,0
2023,Round 1,CD_M20230140103,Shannon Hurn,West Coast,North Melbourne,25,19,6,4,0,3,2,9,0,0,0,0,2,0,0,2,5,4,9,,598,,81,81,12.7,88,0,0,0,7
2023,Round 1,CD_M20230140103,Callum Jamieson,West Coast,North Melbourne,3,2,1,2,0,1,0,5,0,0,0,0,0,0,10,0,0,0,1,,3,,50,24,-0.5,66.7,0,0,0,0
2023,Round 1,CD_M20230140103,Jamaine Jones,West Coast,North Melbourne,14,7,7,4,0,0,2,16,2,0,2,0,4,0,0,1,6,6,2,,74,,87,67,9.4,78.6,0,0,1,0
2023,Round 1,CD_M20230140103,Noah Long,West Coast,North Melbourne,10,6,4,1,0,0,3,17,1,0,2,0,4,1,0,2,7,7,1,,157,,67,38,9,80,0,0,2,0
2023,Round 1,CD_M20230140103,Jeremy McGovern,West Coast,North Melbourne,22,15,7,10,1,6,1,12,0,0,0,0,4,0,0,1,5,4,12,,357,,87,93,15,86.4,0,0,0,5
2023,Round 1,CD_M20230140103,Xavier O'Neill,West Coast,North Melbourne,8,4,4,1,0,0,5,23,0,0,0,0,2,1,0,3,7,4,2,,211,,81,39,6.6,87.5,1,0,1,0
2023,Round 1,CD_M20230140103,Jack Petruccelle,West Coast,North Melbourne,1,0,1,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,,2,,32,4,0.1,100,0,0,0,0
2023,Round 1,CD_M20230140103,Jayden Hunt,West Coast,North Melbourne,12,6,6,2,0,1,2,14,0,0,0,0,1,2,0,4,4,4,3,,231,,89,44,7.2,91.7,0,0,0,0
2023,Round 1,CD_M20230140103,Liam Ryan,West Coast,North Melbourne,13,11,2,7,1,1,5,25,3,0,3,0,8,1,0,3,5,2,3,,272,,83,95,17.2,84.6,1,2,1,0
2023,Round 1,CD_M20230140103,Dom Sheed,West Coast,North Melbourne,25,12,13,3,0,0,3,16,0,0,0,1,7,4,0,2,10,5,3,,126,,77,79,9.7,80,0,0,0,1
2023,Round 1,CD_M20230140103,Luke Shuey,West Coast,North Melbourne,27,18,9,4,0,0,8,25,1,1,2,1,5,4,0,7,7,4,0,,594,,74,118,14.3,66.7,0,0,0,2
2023,Round 1,CD_M20230140103,Alex Witherden,West Coast,North Melbourne,18,9,9,5,0,1,3,13,0,0,0,0,4,0,0,1,3,2,5,,189,,81,71,4.1,77.8,0,0,0,1
2023,Round 1,CD_M20230140103,Jamie Cripps,West Coast,North Melbourne,12,5,7,6,0,1,3,15,1,2,3,2,8,0,0,0,0,0,1,,125,,88,67,5.8,75,0,4,1,0
2023,Round 1,CD_M20230140103,Andrew Gaff,West Coast,North Melbourne,23,11,12,5,0,0,4,15,0,1,1,0,6,3,0,3,6,6,2,,338,,88,89,14.1,87,0,0,0,2
2023,Round 1,CD_M20230140103,Tim Kelly,West Coast,North Melbourne,22,13,9,4,0,0,3,21,1,0,2,1,6,4,0,4,11,5,2,,395,,78,79,7.7,59.1,0,0,0,1
2023,Round 1,CD_M20230140103,Bailey J. Williams,West Coast,North Melbourne,8,3,5,0,0,0,5,13,0,0,0,0,3,3,37,4,5,4,3,,150,,80,70,11.4,100,0,0,2,0
2023,Round 1,CD_M20230140103,Tom Cole,West Coast,North Melbourne,20,8,12,8,0,0,1,13,0,0,0,0,3,0,0,1,7,6,6,,302,,77,70,12.8,90,0,0,0,5
2023,Round 1,CD_M20230140103,Liam Duggan,West Coast,North Melbourne,18,10,8,4,0,0,4,14,0,0,0,1,1,0,0,1,4,4,5,,378,,84,74,6,77.8,0,0,0,6
2023,Round 1,CD_M20230140103,Reuben Ginbey,West Coast,North Melbourne,15,4,11,4,0,1,12,33,0,1,1,0,3,3,0,3,7,6,1,,141,,72,92,6.4,53.3,0,1,1,0
2023,Round 1,CD_M20230140103,Oscar Allen,West Coast,North Melbourne,9,7,2,4,2,0,1,8,2,2,4,1,6,0,0,2,5,1,0,,117,,89,58,5.8,66.7,0,1,0,0
2023,Round 1,CD_M20230140103,Tom Barrass,West Coast,North Melbourne,18,15,3,10,1,4,1,6,0,0,0,0,1,0,0,0,5,4,8,,382,,100,85,10.6,94.4,0,0,0,5
2023,Round 1,CD_M20230140103,Campbell Chesser,West Coast,North Melbourne,5,4,1,3,0,0,2,9,0,0,0,0,0,0,0,0,1,1,0,,99,,69,32,-2.1,80,0,0,0,0
2023,Round 1,CD_M20230140103,Jack Darling,West Coast,North Melbourne,14,9,5,6,1,0,1,9,1,3,5,1,8,0,2,1,5,3,0,,196,,85,71,5.7,64.3,1,3,0,0
2023,Round 1,CD_M20230140104,Aliir Aliir,Port Adelaide,Brisbane,15,9,6,7,4,6,1,4,0,0,0,1,2,0,0,2,8,3,9,,55,,95,62,13.1,86.7,0,0,0,4
2023,Round 1,CD_M20230140104,Miles Bergman,Port Adelaide,Brisbane,23,18,5,6,0,0,2,15,0,2,2,1,8,4,0,4,9,6,2,,482,,81,89,6.7,47.8,0,0,0,0
