Year,RoundName,MatchId,Player,Team,Opponent,Disposals,Kicks,Handballs,Marks,ContestedMarks,InterceptMarks,Tackles,PressureActs,Goals,Behinds,ShotsAtGoal,GoalAssists,ScoreInvolvements,TotalClearances,Hitouts,Inside50s,ContestedPossessions,GroundBallGets,Intercepts,HandballReceives,MetresGained,CentreBounceAttendancePercentage,TimeOnGround,DreamTeamPoints,RatingPoints,DisposalEfficiency,MarksOnLead,MarksInside50,TacklesInside50,Rebound50s
2023,Round 5,CD_M20230140508,Cooper Hamilton,Greater Western Sydney,Hawthorn,16,8,8,3,0,0,1,19,0,0,1,1,1,0,0,1,6,3,2,,148,,81,45,-1.7,50,0,1,0,1
2023,Round 5,CD_M20230140508,Nick Haynes,Greater Western Sydney,Hawthorn,15,10,5,8,1,3,2,9,0,0,0,0,2,0,0,0,3,2,7,,97,,89,72,7.2,93.3,0,0,0,2
2023,Round 5,CD_M20230140508,Harry Himmelberg,Greater Western Sydney,Hawthorn,12,6,6,3,1,0,4,16,2,3,5,0,7,1,2,0,8,6,0,,150,,77,74,7.7,50,0,3,1,0
2023,Round 5,CD_M20230140508,Jesse Hogan,Greater Western Sydney,Hawthorn,16,11,5,9,4,0,0,4,2,4,7,1,8,1,1,2,9,4,0,,225,,87,87,2.8,56.3,3,6,0,0
2023,Round 5,CD_M20230140508,Connor Idun,Greater Western Sydney,Hawthorn,23,13,10,9,1,1,4,14,0,0,0,0,3,1,0,2,6,4,4,,325,,79,103,7.3,78.3,0,0,0,6
2023,Round 5,CD_M20230140508,Josh Kelly,Greater Western Sydney,Hawthorn,21,13,8,1,0,0,5,24,0,0,0,0,3,4,0,5,7,4,2,,427,,84,79,9.9,76.2,0,0,1,2
2023,Round 5,CD_M20230140508,Adam Kennedy,Greater Western Sydney,Hawthorn,6,2,4,0,0,0,0,12,0,0,1,1,2,0,0,1,3,2,1,,96,,55,14,2.9,50,0,0,0,0
2023,Round 5,CD_M20230140508,Daniel Lloyd,Greater Western Sydney,Hawthorn,10,7,3,1,0,0,2,14,1,2,3,0,4,0,0,2,6,3,3,,234,,88,45,8.3,50,0,0,1,1
2023,Round 5,CD_M20230140508,Xavier O'Halloran,Greater Western Sydney,Hawthorn,14,9,5,5,1,1,5,13,0,0,0,0,2,1,0,4,4,1,3,,360,,72,66,3.6,64.3,2,0,1,1
2023,Round 5,CD_M20230140508,James Peatling,Greater Western Sydney,Hawthorn,7,2,5,3,1,0,7,20,0,0,0,1,3,0,0,1,2,1,0,,115,,74,53,6.2,85.7,0,0,1,1
2023,Round 5,CD_M20230140508,Harry Rowston,Greater Western Sydney,Hawthorn,6,2,4,0,0,0,4,13,0,1,1,0,2,0,0,0,3,3,2,,48,,23,31,3.2,50,0,0,0,0
2023,Round 5,CD_M20230140508,Sam Taylor,Greater Western Sydney,Hawthorn,20,8,12,8,2,6,3,9,0,0,0,1,4,1,0,1,12,8,16,,181,,96,77,25.8,85,0,0,0,2
2023,Round 5,CD_M20230140508,Callan Ward,Greater Western Sydney,Hawthorn,17,7,10,4,0,0,5,7,1,1,2,0,7,2,0,1,7,6,3,,196,,81,81,9.8,70.6,1,1,0,2
2023,Round 5,CD_M20230140508,Lachie Whitfield,Greater Western Sydney,Hawthorn,23,15,8,7,0,1,1,13,0,0,0,0,4,1,0,5,2,2,4,,556,,83,86,7.9,73.9,0,0,0,6
2023,Round 5,CD_M20230140508,Cam Mackenzie,Hawthorn,Greater Western Sydney,5,3,2,1,0,0,1,5,0,0,0,0,0,1,0,1,1,1,0,,157,,36,20,1.3,40,0,0,0,0
2023,Round 5,CD_M20230140508,Lloyd Meek,Hawthorn,Greater Western Sydney,10,3,7,0,0,0,6,15,0,1,1,0,3,1,15,1,5,2,1,,17,,70,60,3.7,60,0,0,2,0
2023,Round 5,CD_M20230140508,Karl Amon,Hawthorn,Greater Western Sydney,20,12,8,3,1,0,2,16,2,0,2,1,8,0,0,3,4,2,2,,395,,87,82,12.8,80,0,2,1,3
2023,Round 5,CD_M20230140508,Luke Breust,Hawthorn,Greater Western Sydney,14,7,7,4,0,0,1,8,1,0,2,1,5,1,0,3,8,4,0,,238,,83,56,6.5,42.9,1,2,0,0
2023,Round 5,CD_M20230140508,Tyler Brockman,Hawthorn,Greater Western Sydney,16,5,11,2,0,0,1,12,1,0,1,0,5,1,0,3,8,7,2,,104,,81,50,12.9,81.3,2,0,1,0
2023,Round 5,CD_M20230140508,Sam Frost,Hawthorn,Greater Western Sydney,18,6,12,4,2,3,1,13,0,0,0,0,2,0,0,0,7,4,8,,182,,98,58,13.3,72.2,0,0,0,4
2023,Round 5,CD_M20230140508,Denver Grainger-Barras,Hawthorn,Greater Western Sydney,9,5,4,2,0,1,0,1,0,0,0,0,1,0,0,1,2,1,5,,192,,85,24,2.5,88.9,0,0,0,2
2023,Round 5,CD_M20230140508,Fergus Greene,Hawthorn,Greater Western Sydney,9,8,1,7,0,0,3,11,3,0,3,2,6,0,0,3,0,0,0,,242,,89,75,14,77.8,4,4,3,0
2023,Round 5,CD_M20230140508,Blake Hardwick,Hawthorn,Greater Western Sydney,18,16,2,1,0,1,2,7,0,0,0,0,1,1,0,3,2,1,4,,634,,89,64,6.1,88.9,0,0,0,12
2023,Round 5,CD_M20230140508,Jarman Impey,Hawthorn,Greater Western Sydney,14,8,6,3,0,2,2,13,0,1,1,0,4,0,0,5,2,2,4,,323,,82,54,7,85.7,0,0,0,2
2023,Round 5,CD_M20230140508,Changkuoth Jiath,Hawthorn,Greater Western Sydney,11,7,4,2,0,2,2,11,0,0,0,1,3,0,0,2,3,2,4,,225,,81,40,8,90.9,0,0,0,2
2023,Round 5,CD_M20230140508,Ned Long,Hawthorn,Greater Western Sydney,10,7,3,3,0,0,6,17,1,0,1,1,4,0,0,3,3,3,1,,173,,75,63,10.8,70,0,0,2,0
2023,Round 5,CD_M20230140508,Connor Macdonald,Hawthorn,Greater Western Sydney,17,9,8,5,0,0,2,12,0,1,1,1,6,1,0,1,3,3,0,,174,,76,67,1.7,70.6,0,0,1,1
2023,Round 5,CD_M20230140508,Seamus Mitchell,Hawthorn,Greater Western Sydney,17,9,8,4,1,2,3,11,0,0,0,0,2,0,0,0,9,7,9,,167,,69,64,5.6,58.8,0,0,0,3
2023,Round 5,CD_M20230140508,Dylan Moore,Hawthorn,Greater Western Sydney,23,9,14,3,1,0,3,19,1,1,2,1,4,2,0,2,14,9,2,,262,,89,85,12.2,60.9,1,1,1,0
2023,Round 5,CD_M20230140508,Harry Morrison,Hawthorn,Greater Western Sydney,18,15,3,4,0,0,2,15,0,0,1,0,5,1,0,3,6,4,4,,334,,87,68,5.7,55.6,0,1,1,3
2023,Round 5,CD_M20230140508,Conor Nash,Hawthorn,Greater Western Sydney,31,8,23,1,0,0,9,23,0,0,0,0,6,7,0,2,18,15,6,,222,,82,104,19,71,0,0,1,0
2023,Round 5,CD_M20230140508,Jai Newcombe,Hawthorn,Greater Western Sydney,31,14,17,6,2,1,5,20,1,0,1,1,10,10,0,7,15,6,2,,460,,85,119,22.6,80.6,0,0,1,2
2023,Round 5,CD_M20230140508,Ned Reeves,Hawthorn,Greater Western Sydney,10,7,3,4,4,3,4,13,0,0,0,0,1,1,32,2,9,1,4,,207,,81,86,17.3,60,0,0,1,0
2023,Round 5,CD_M20230140508,James Sicily,Hawthorn,Greater Western Sydney,20,13,7,6,2,3,0,10,1,1,3,0,5,0,0,3,8,5,10,,432,,97,78,13.6,80,1,0,0,6
2023,Round 5,CD_M20230140508,Josh Ward,Hawthorn,Greater Western Sydney,20,11,9,2,0,0,2,16,0,0,1,0,5,4,0,2,9,5,2,,255,,70,67,13.3,80,0,0,1,1
2023,Round 5,CD_M20230140508,Chad Wingard,Hawthorn,Greater Western Sydney,3,2,1,0,0,0,0,4,0,2,2,0,2,1,0,0,1,0,0,,55,,32,11,-3,0,0,0,0,0
2023,Round 5,CD_M20230140508,James Worpel,Hawthorn,Greater Western Sydney,35,17,18,2,0,0,7,34,0,0,2,0,6,8,0,3,16,13,2,,541,,77,114,15.1,54.3,0,0,1,0
2023,Round 5,CD_M20230140509,Taylor Adams,Collingwood,St Kilda,18,8,10,2,0,0,4,19,0,1,1,0,5,8,0,3,11,10,0,,260,,89,59,9.5,66.7,0,0,2,0
2023,Round 5,CD_M20230140509,Billy Frampton,Collingwood,St Kilda,9,3,6,3,0,1,3,12,0,1,1,0,1,1,27,1,2,2,1,,104,,76,70,0.3,66.7,0,0,0,0
2023,Round 5,CD_M20230140509,Scott Pendlebury,Collingwood,St Kilda,23,8,15,4,0,0,5,27,0,0,0,0,6,5,0,2,11,8,4,,152,,84,85,12.3,78.3,0,0,0,0
2023,Round 5,CD_M20230140509,Steele Sidebottom,Collingwood,St Kilda,25,15,10,6,0,2,3,18,0,0,1,1,4,1,0,5,5,4,5,,547,,83,95,4.7,60,0,1,0,4
2023,Round 5,CD_M20230140509,Isaac Quaynor,Collingwood,St Kilda,15,9,6,6,2,3,3,12,0,0,0,0,2,0,0,2,8,4,11,,259,,88,69,14.3,86.7,0,0,0,4
2023,Round 5,CD_M20230140509,Darcy Moore,Collingwood,St Kilda,18,13,5,7,2,4,0,8,0,0,0,0,2,0,0,1,7,4,9,,379,,98,71,15.6,77.8,0,0,0,3
2023,Round 5,CD_M20230140509,Bobby Hill,Collingwood,St Kilda,12,10,2,3,1,0,1,16,3,0,3,1,4,0,0,3,4,2,0,,335,,83,65,21.8,91.7,1,1,0,0
2023,Round 5,CD_M20230140509,Daniel McStay,Collingwood,St Kilda,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28,,19,3,-0.6,0,0,0,0,0
2023,Round 5,CD_M20230140509,Tom Mitchell,Collingwood,St Kilda,28,9,19,3,0,0,6,19,1,0,1,0,3,6,0,5,12,8,5,,306,,73,107,20.5,85.7,0,0,1,0
2023,Round 5,CD_M20230140509,Jack Crisp,Collingwood,St Kilda,22,11,11,3,0,0,5,27,0,0,0,2,4,1,0,2,6,6,3,,363,,82,84,15.3,77.3,1,0,1,2
2023,Round 5,CD_M20230140509,Josh Daicos,Collingwood,St Kilda,30,16,14,6,0,1,4,17,0,1,1,0,1,3,0,6,9,7,4,,502,,81,115,6.8,73.3,0,1,0,4
2023,Round 5,CD_M20230140509,Nick Daicos,Collingwood,St Kilda,42,27,15,7,0,2,1,15,0,0,1,1,4,0,0,8,6,5,6,,856,,88,136,16.4,76.2,0,0,0,8
2023,Round 5,CD_M20230140509,Jamie Elliott,Collingwood,St Kilda,11,5,6,3,0,0,4,22,1,0,2,2,4,0,0,0,4,3,1,,103,,86,59,7,72.7,1,1,1,0
2023,Round 5,CD_M20230140509,Will Hoskin-Elliott,Collingwood,St Kilda,12,8,4,3,0,0,4,13,0,0,1,1,3,0,0,5,5,5,3,,260,,81,57,7.3,66.7,1,0,2,1
2023,Round 5,CD_M20230140509,Ash Johnson,Collingwood,St Kilda,9,7,2,5,2,1,1,6,1,2,3,1,6,1,4,3,3,0,1,,157,,70,53,5.2,55.6,0,2,0,0
2023,Round 5,CD_M20230140509,Brody Mihocek,Collingwood,St Kilda,17,8,9,6,1,0,0,11,2,0,3,0,7,1,0,2,8,7,2,,143,,91,72,13.3,82.4,1,2,0,0
2023,Round 5,CD_M20230140509,Jack Ginnivan,Collingwood,St Kilda,13,10,3,4,0,1,3,14,1,1,2,1,3,0,0,4,2,2,4,,275,,77,67,8.3,69.2,0,1,2,1
2023,Round 5,CD_M20230140509,Nathan Murphy,Collingwood,St Kilda,11,7,4,6,2,5,1,6,0,0,1,0,1,0,0,1,6,3,10,,205,,89,49,7.7,90.9,0,0,0,4
2023,Round 5,CD_M20230140509,Tom Wilson,Collingwood,St Kilda,5,2,3,2,0,0,1,13,0,0,0,0,0,0,0,2,1,1,1,,100,,48,22,2.2,80,0,0,0,0
2023,Round 5,CD_M20230140509,Beau McCreery,Collingwood,St Kilda,12,10,2,3,0,0,4,15,1,1,2,0,5,0,0,2,3,3,1,,329,,72,63,8.9,75,0,1,1,0
2023,Round 5,CD_M20230140509,Oleg Markov,Collingwood,St Kilda,15,7,8,1,0,0,4,15,0,0,0,0,1,1,0,3,8,6,6,,240,,79,58,11.1,73.3,0,0,0,2
2023,Round 5,CD_M20230140509,John Noble,Collingwood,St Kilda,24,18,6,7,0,2,2,19,0,0,0,0,4,2,0,3,2,2,3,,552,,79,89,6.4,83.3,0,0,0,5
2023,Round 5,CD_M20230140509,Brayden Maynard,Collingwood,St Kilda,20,14,6,9,1,4,1,25,0,0,0,0,2,1,0,1,3,2,5,,371,,83,82,10.1,80,0,0,0,2
2023,Round 5,CD_M20230140509,Jack Sinclair,St Kilda,Collingwood,27,18,9,6,0,1,0,14,0,0,0,0,3,3,0,4,5,5,4,,494,,78,90,13.9,85.2,0,0,0,5
2023,Round 5,CD_M20230140509,Bradley Hill,St Kilda,Collingwood,19,12,7,4,0,0,0,18,0,2,2,0,6,0,0,2,1,1,1,,344,,89,64,7.9,68.4,0,1,0,1
2023,Round 5,CD_M20230140509,Mason Wood,St Kilda,Collingwood,23,14,9,8,1,3,1,19,0,2,2,3,6,2,0,6,7,4,4,,444,,93,91,16.1,73.9,0,1,0,1
2023,Round 5,CD_M20230140509,Dan Butler,St Kilda,Collingwood,8,5,3,3,0,0,3,24,0,0,0,1,3,0,0,4,3,2,0,,217,,74,40,2.3,100,0,0,2,0
2023,Round 5,CD_M20230140509,Anthony Caminiti,St Kilda,Collingwood,5,3,2,4,2,0,1,6,2,0,2,0,2,0,0,0,2,0,0,,80,,76,38,6,100,1,2,0,0
2023,Round 5,CD_M20230140509,Nasiah Wanganeen-Milera,St Kilda,Collingwood,21,15,6,3,0,1,0,15,0,0,0,0,3,0,0,0,6,6,7,,528,,82,66,12.9,76.2,0,0,0,6
2023,Round 5,CD_M20230140509,Brad Crouch,St Kilda,Collingwood,33,16,17,5,0,1,3,20,2,0,2,0,8,9,0,10,16,9,5,,529,,88,118,16.5,69.7,0,1,1,1
2023,Round 5,CD_M20230140509,Callum Wilkie,St Kilda,Collingwood,24,19,5,11,3,6,4,14,0,0,0,0,3,1,0,0,7,3,10,,539,,100,117,22.8,91.7,0,0,0,14
2023,Round 5,CD_M20230140509,Josh Battle,St Kilda,Collingwood,24,17,7,13,2,5,3,11,0,0,0,0,0,0,0,1,7,5,9,,523,,95,116,9.5,66.7,0,0,0,5
2023,Round 5,CD_M20230140509,Hunter Clark,St Kilda,Collingwood,26,12,14,1,0,1,2,23,1,0,1,0,6,4,0,4,9,6,6,,438,,76,78,10.7,73.1,0,0,0,2
2023,Round 5,CD_M20230140509,Rowan Marshall,St Kilda,Collingwood,25,16,9,7,1,2,5,19,0,0,0,1,9,7,32,4,12,6,6,,405,,85,134,17.8,60,0,0,0,1
2023,Round 5,CD_M20230140509,Mitch Owens,St Kilda,Collingwood,14,7,7,4,1,0,7,17,0,2,2,0,5,1,3,2,10,7,2,,159,,91,77,14.1,64.3,0,0,1,0
2023,Round 5,CD_M20230140509,Ben Paton,St Kilda,Collingwood,17,11,6,6,2,3,0,8,0,0,0,0,2,0,0,0,4,2,7,,267,,68,63,6.9,64.7,0,0,0,5
2023,Round 5,CD_M20230140509,Mattaes Phillipou,St Kilda,Collingwood,19,8,11,3,0,0,2,16,1,1,2,1,4,2,0,1,6,6,1,,316,,85,70,10.5,78.9,0,1,0,0
2023,Round 5,CD_M20230140509,Sebastian Ross,St Kilda,Collingwood,26,10,16,2,0,0,3,14,0,0,0,0,4,3,0,3,14,11,5,,240,,83,72,13.2,69.2,0,0,0,0
2023,Round 5,CD_M20230140509,Ryan Byrnes,St Kilda,Collingwood,22,10,12,4,0,0,4,20,1,1,3,1,4,1,0,1,7,7,3,,366,,84,86,5,63.6,0,0,0,3
2023,Round 5,CD_M20230140509,Zaine Cordy,St Kilda,Collingwood,6,1,5,1,0,0,1,3,0,0,0,0,0,0,2,0,4,4,1,,23,,46,22,0.8,50,0,1,1,0
2023,Round 5,CD_M20230140509,Marcus Windhager,St Kilda,Collingwood,13,3,10,0,0,0,2,13,0,1,1,0,3,2,0,2,3,1,0,,131,,56,38,-0.9,53.8,0,0,0,0
2023,Round 5,CD_M20230140509,Jack Higgins,St Kilda,Collingwood,14,9,5,4,0,0,1,14,2,1,3,0,5,0,0,4,6,4,0,,265,,81,65,11.7,64.3,3,1,1,1
2023,Round 5,CD_M20230140509,Jade Gresham,St Kilda,Collingwood,7,2,5,2,0,0,1,10,0,0,0,0,1,0,0,1,3,3,1,,36,,80,23,-0.7,57.1,0,0,0,1
2023,Round 5,CD_M20230140509,Dougal Howard,St Kilda,Collingwood,12,8,4,6,2,4,0,4,0,0,0,0,0,0,0,1,5,3,8,,94,,98,50,13.1,100,0,0,0,1
2023,Round 5,CD_M20230140509,Jack Bytel,St Kilda,Collingwood,6,2,4,1,0,0,0,4,0,0,0,0,2,1,0,0,3,3,0,,44,,12,17,2.9,83.3,0,0,0,0
2023,Round 5,CD_M20230140509,Liam Stocker,St Kilda,Collingwood,17,10,7,5,1,2,2,7,0,0,0,0,2,1,0,0,7,6,7,,165,,79,64,10.3,88.2,0,0,0,5
2023,Round 6,CD_M20230140601,Bailey Banfield,Fremantle,Western Bulldogs,12,7,5,4,1,0,0,15,0,1,1,1,5,1,0,5,5,4,3,,291,,88,44,9.7,66.7,2,1,0,0
2023,Round 6,CD_M20230140601,Andrew Brayshaw,Fremantle,Western Bulldogs,23,15,8,0,0,0,11,32,0,0,0,0,2,3,0,4,7,3,4,,410,,76,99,5.9,52.2,0,0,1,1
2023,Round 6,CD_M20230140601,Will Brodie,Fremantle,Western Bulldogs,26,6,20,0,0,0,4,20,0,0,1,0,5,6,0,3,12,9,1,,147,,67,75,10.1,65.4,0,0,0,0
2023,Round 6,CD_M20230140601,James Aish,Fremantle,Western Bulldogs,11,9,2,3,0,2,2,13,0,0,0,1,2,0,0,3,3,2,3,,235,,80,48,6.9,63.6,0,0,0,2
2023,Round 6,CD_M20230140601,Jye Amiss,Fremantle,Western Bulldogs,2,1,1,0,0,0,0,2,1,0,1,0,1,0,0,0,2,1,0,,30,,51,12,3.1,50,0,0,0,0
2023,Round 6,CD_M20230140601,Jordan Clark,Fremantle,Western Bulldogs,20,11,9,5,0,1,3,11,0,0,0,0,3,1,0,1,5,5,6,,248,,83,72,7.2,80,0,0,0,6
2023,Round 6,CD_M20230140601,Josh Corbett,Fremantle,Western Bulldogs,4,2,2,3,2,0,0,2,0,0,0,0,1,0,0,0,2,0,0,,22,,33,19,2,75,0,0,0,0
2023,Round 6,CD_M20230140601,Jaeger O'Meara,Fremantle,Western Bulldogs,18,9,9,3,0,0,7,29,1,0,1,0,4,1,0,2,5,5,1,,203,,75,85,12.2,77.8,0,0,0,1
2023,Round 6,CD_M20230140601,Luke Ryan,Fremantle,Western Bulldogs,30,25,5,10,1,2,1,6,0,0,0,0,3,2,0,1,5,4,6,,619,,84,119,13.5,96.7,0,0,0,9
2023,Round 6,CD_M20230140601,Lachie Schultz,Fremantle,Western Bulldogs,10,6,4,1,0,0,3,24,1,1,2,0,4,1,0,3,2,2,0,,155,,71,49,5.4,60,1,0,0,0
2023,Round 6,CD_M20230140601,Sam Sturt,Fremantle,Western Bulldogs,7,3,4,3,0,0,1,8,2,0,2,0,3,1,0,1,4,2,2,,89,,80,43,9.6,85.7,2,2,0,0
2023,Round 6,CD_M20230140601,Alex Pearce,Fremantle,Western Bulldogs,9,8,1,5,1,3,2,6,0,0,0,0,0,1,0,0,5,3,5,,84,,100,41,0.7,44.4,0,0,0,3
2023,Round 6,CD_M20230140601,Brandon Walker,Fremantle,Western Bulldogs,8,4,4,3,1,1,0,8,0,0,0,0,1,0,0,0,3,2,3,,141,,80,26,4,100,0,0,0,1
2023,Round 6,CD_M20230140601,Michael Walters,Fremantle,Western Bulldogs,13,6,7,2,0,0,5,18,1,1,3,0,6,2,0,0,7,4,0,,138,,87,66,7.5,61.5,1,1,4,0
2023,Round 6,CD_M20230140601,Caleb Serong,Fremantle,Western Bulldogs,35,9,26,3,0,0,6,31,0,0,0,0,7,10,0,3,19,16,3,,351,,88,114,18.7,68.6,0,0,2,5
2023,Round 6,CD_M20230140601,Corey Wagner,Fremantle,Western Bulldogs,18,14,4,5,0,0,0,12,0,0,0,0,2,1,0,2,3,3,2,,459,,74,62,7.6,77.8,0,0,0,3
2023,Round 6,CD_M20230140601,Hayden Young,Fremantle,Western Bulldogs,23,12,11,3,0,0,3,21,0,0,0,1,6,3,0,3,6,2,1,,456,,86,77,10.4,82.6,0,0,0,4
2023,Round 6,CD_M20230140601,Sean Darcy,Fremantle,Western Bulldogs,12,6,6,5,5,3,3,8,1,1,3,0,3,3,53,2,13,4,4,,139,,82,112,18.7,66.7,0,2,0,1
2023,Round 6,CD_M20230140601,Ethan Hughes,Fremantle,Western Bulldogs,10,5,5,3,0,0,0,16,0,0,0,2,4,2,0,4,4,3,1,,163,,80,31,5.4,80,0,0,0,2
2023,Round 6,CD_M20230140601,Brennan Cox,Fremantle,Western Bulldogs,14,7,7,5,0,0,0,3,0,0,0,0,1,0,0,2,4,3,4,,204,,93,47,10.5,78.6,0,0,0,3
2023,Round 6,CD_M20230140601,Michael Frederick,Fremantle,Western Bulldogs,13,8,5,3,0,0,4,20,2,1,4,1,5,3,0,2,5,1,0,,192,,82,72,7,76.9,0,2,1,0
2023,Round 6,CD_M20230140601,Matthew Johnson,Fremantle,Western Bulldogs,10,7,3,5,0,0,1,17,0,1,1,1,2,0,0,1,3,2,1,,119,,76,41,1.7,80,0,0,0,1
2023,Round 6,CD_M20230140601,Luke Jackson,Fremantle,Western Bulldogs,9,6,3,2,1,1,1,11,1,1,2,0,5,1,9,2,5,2,1,,219,,82,52,7.8,88.9,1,0,1,0
2023,Round 6,CD_M20230140601,Oskar Baker,Western Bulldogs,Fremantle,15,10,5,6,0,1,0,5,0,1,1,0,7,0,0,6,1,1,2,,413,,81,59,2.2,73.3,1,1,0,2
2023,Round 6,CD_M20230140601,Lachlan McNeil,Western Bulldogs,Fremantle,4,2,2,0,0,0,1,5,1,0,1,0,3,1,0,1,4,3,1,,87,,20,21,9,100,0,0,1,0
2023,Round 6,CD_M20230140601,Aaron Naughton,Western Bulldogs,Fremantle,11,7,4,4,0,0,2,10,3,2,5,2,8,0,3,1,4,2,1,,188,,86,74,8.6,72.7,2,2,2,0
2023,Round 6,CD_M20230140601,Tim O'Brien,Western Bulldogs,Fremantle,8,8,0,5,1,3,1,4,0,0,0,0,1,0,0,1,2,1,5,,189,,87,40,7.4,62.5,0,0,0,3
2023,Round 6,CD_M20230140601,Ed Richards,Western Bulldogs,Fremantle,16,8,8,1,0,0,1,15,0,0,0,0,3,0,0,0,6,6,6,,234,,88,47,6,81.3,0,0,0,7
2023,Round 6,CD_M20230140601,Anthony Scott,Western Bulldogs,Fremantle,8,3,5,2,1,0,1,9,1,0,1,0,5,0,0,1,6,4,2,,62,,78,37,6,87.5,0,0,1,0
2023,Round 6,CD_M20230140601,Adam Treloar,Western Bulldogs,Fremantle,35,16,19,4,0,0,1,10,2,0,2,2,9,4,0,4,12,10,2,,468,,82,112,20.9,77.1,0,1,0,2
2023,Round 6,CD_M20230140601,Jamarra Ugle-Hagan,Western Bulldogs,Fremantle,16,11,5,10,3,0,0,10,0,3,5,0,10,0,0,4,7,4,1,,224,,80,76,1.8,43.8,4,5,0,0
2023,Round 6,CD_M20230140601,Alex Keath,Western Bulldogs,Fremantle,10,5,5,4,1,2,1,10,0,0,0,0,6,0,0,1,5,3,6,,106,,95,39,7.5,70,0,0,0,1
2023,Round 6,CD_M20230140601,Toby McLean,Western Bulldogs,Fremantle,12,2,10,3,0,0,2,13,0,0,0,0,4,1,0,1,3,3,0,,131,,54,34,0.4,66.7,0,0,0,0
2023,Round 6,CD_M20230140601,Tim English,Western Bulldogs,Fremantle,20,14,6,3,0,0,7,18,1,0,1,1,6,3,34,5,9,8,2,,355,,87,129,20.7,75,0,0,0,3
2023,Round 6,CD_M20230140601,Jack Macrae,Western Bulldogs,Fremantle,29,12,17,1,1,1,7,30,0,0,0,0,5,14,0,9,20,16,4,,359,,78,99,26.1,86.2,0,0,4,0
2023,Round 6,CD_M20230140601,Jason Johannisen,Western Bulldogs,Fremantle,22,15,7,1,0,0,2,8,0,0,0,1,8,0,0,4,2,2,3,,331,,78,67,10.6,86.4,0,0,0,2
2023,Round 6,CD_M20230140601,Taylor Duryea,Western Bulldogs,Fremantle,12,8,4,5,0,0,2,14,0,0,0,0,1,0,0,0,3,3,2,,276,,83,55,4.1,66.7,0,0,0,1
2023,Round 6,CD_M20230140601,Caleb Daniel,Western Bulldogs,Fremantle,22,6,16,2,0,0,4,16,1,1,3,0,7,2,0,2,10,8,4,,206,,74,78,13.2,81.8,0,0,2,1
2023,Round 6,CD_M20230140601,Bailey Dale,Western Bulldogs,Fremantle,16,10,6,2,0,0,1,9,0,0,0,0,3,1,0,1,4,3,2,,320,,79,52,8.3,87.5,0,0,0,4
2023,Round 6,CD_M20230140601,Rory Lobb,Western Bulldogs,Fremantle,12,11,1,6,1,0,2,8,1,3,5,1,8,0,5,0,4,0,0,,168,,88,78,-2.4,25,1,2,0,0
2023,Round 6,CD_M20230140601,Liam Jones,Western Bulldogs,Fremantle,10,8,2,7,3,6,0,5,0,0,0,0,4,0,0,3,4,1,7,,352,,97,43,8,80,0,0,0,3
2023,Round 6,CD_M20230140601,Bailey Williams,Western Bulldogs,Fremantle,23,15,8,5,0,1,0,3,3,0,4,1,8,2,0,4,5,3,1,,431,,78,95,18.4,78.3,1,2,0,2
2023,Round 6,CD_M20230140601,Marcus Bontempelli,Western Bulldogs,Fremantle,31,16,15,6,2,0,10,25,2,0,2,1,9,8,0,7,18,13,5,,528,,83,148,33.1,80.6,0,2,6,3
2023,Round 6,CD_M20230140601,Arthur Jones,Western Bulldogs,Fremantle,9,5,4,0,0,0,2,24,0,1,1,0,3,0,0,3,4,3,1,,203,,77,33,4.6,66.7,0,0,1,0
2023,Round 6,CD_M20230140601,Tom Liberatore,Western Bulldogs,Fremantle,25,8,17,3,0,0,8,38,1,0,1,0,6,7,0,2,16,13,4,,177,,74,97,23.3,96,0,0,2,0
2023,Round 6,CD_M20230140601,Cody Weightman,Western Bulldogs,Fremantle,7,7,0,1,1,0,3,15,1,3,5,0,4,0,0,0,5,3,0,,145,,72,46,4.4,14.3,0,1,2,0
2023,Round 6,CD_M20230140602,Aliir Aliir,Port Adelaide,West Coast,11,8,3,7,3,4,0,1,0,0,0,0,1,0,0,0,5,2,7,,185,,91,46,7.6,100,0,0,0,5
2023,Round 6,CD_M20230140602,Miles Bergman,Port Adelaide,West Coast,11,7,4,4,0,1,3,13,0,0,0,0,0,0,0,1,1,1,3,,194,,80,53,5.2,81.8,0,0,0,3
2023,Round 6,CD_M20230140602,Travis Boak,Port Adelaide,West Coast,20,9,11,3,0,0,4,19,0,1,1,1,6,1,0,4,7,7,7,,203,,80,76,10.3,75,1,1,0,1
2023,Round 6,CD_M20230140602,Ryan Burton,Port Adelaide,West Coast,14,13,1,7,0,0,0,8,2,1,3,1,5,0,0,2,3,3,2,,406,,78,75,8.4,71.4,2,3,0,2
2023,Round 6,CD_M20230140602,Zak Butters,Port Adelaide,West Coast,25,9,16,3,0,0,6,21,0,0,0,0,8,4,0,7,7,3,3,,311,,82,88,16.8,92,0,0,1,0
2023,Round 6,CD_M20230140602,Darcy Byrne-Jones,Port Adelaide,West Coast,16,12,4,5,0,0,7,27,2,0,2,2,8,0,0,3,5,3,3,,299,,90,101,16.6,68.8,0,2,3,0
2023,Round 6,CD_M20230140602,Willem Drew,Port Adelaide,West Coast,25,12,13,5,0,1,10,20,1,1,2,1,8,6,0,4,11,7,3,,416,,73,123,14.3,72,0,1,2,2
