Year,RoundName,MatchId,Player,WebsiteId,Team,Abbreviation,Image,Rating_Q1,Rating_Q2,Rating_Q3,Rating_Q4,RatingPoints,EstimatedRating,Equity_PreClearance,Equity_PostClearance,Equity_Possession,Equity_BallUse,Supercoach,DreamTeamPoints,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,AssistedMetresGained,Inside50s,Turnovers,Tackles,PressureActs,KickIns,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,HandballReceives,Intercepts,Marks,ContestedMarks,InterceptMarks,CentreBounceAttendancePercentage,TotalClearances,FirstPossessions,RuckContests,Hitouts,HitoutsToAdvantage,ShotsAtGoal,Goals,Behinds,xScore,xScoreRating,GoalAssists,ScoreInvolvements,ScoreLaunches
2026,Round 18,20261801,Jed Walter,140cbf8,Gold Coast,GC,images/afl_logos/GC-40.png,0.6,5.9,4,2.6,13,5.97,-0.5,12.3,5.7,6.7,56,47,71,4,4,8,75,134,4,1,1,2,8,0,4,3,4,3,1,0,2,0,0,0,0,0,0,0,0,3,3,0,11.9,6.1,0,4,0
2026,Round 18,20261801,Bailey Humphrey,140cb0c,Gold Coast,GC,images/afl_logos/GC-40.png,5.3,1.7,1.8,4,12.9,9.19,-0.2,10.3,6.2,3.9,74,52,83,3,7,10,70,91,104,1,1,5,14,0,6,6,5,5,2,3,1,0,1,14,0,1,0,0,0,1,1,0,1.9,4.1,1,3,1
2026,Round 18,20261801,Ned Moyle,140c155,Gold Coast,GC,images/afl_logos/GC-40.png,5.1,3.5,-1.3,4.2,11.6,10.63,6.2,1.5,5.3,-0.1,118,93,83,6,7,13,84.6,244,75,3,2,1,5,0,7,3,1,0,6,0,1,1,0,79,7,5,105,58,16,0,0,0,0,0,0,5,3
2026,Round 18,20261801,Sam Collins,230696,Gold Coast,GC,images/afl_logos/GC-40.png,3.5,4.8,-0.8,4,11.5,10.3,0,12.7,8.6,1.9,86,47,97,7,7,14,92.9,145,245,0,0,0,5,0,7,6,7,6,2,12,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2026,Round 18,20261801,Jordan Dawson,2da872,Adelaide,Adel,images/afl_logos/Adel-40.png,4,1.3,6.1,-0.7,10.7,14.72,1.4,4.8,7,-2.1,116,112,80,15,14,29,62.1,457,222,3,6,4,11,0,8,5,3,2,17,1,3,1,0,62,2,4,0,0,0,3,2,1,11.1,1.9,0,9,1
2026,Round 18,20261801,Sam Berry,140a147,Adelaide,Adel,images/afl_logos/Adel-40.png,0.5,1.4,3.4,5.3,10.6,10.92,7.9,2.3,6.9,3.2,107,126,68,16,12,28,60.7,499,236,7,6,12,21,0,14,8,1,1,9,1,2,0,0,62,10,12,0,0,0,0,0,0,0,0,1,5,3
2026,Round 18,20261801,Daniel Curtin,140cd17,Adelaide,Adel,images/afl_logos/Adel-40.png,2.4,1.7,4.8,1.7,10.6,9.5,0.6,7.7,6.2,0.9,80,82,87,9,8,17,70.6,252,121,3,3,8,14,0,8,6,5,4,8,5,2,0,0,0,1,3,0,0,0,0,0,0,0,0,1,5,3
2026,Round 18,20261801,Josh Worrell,1409e0d,Adelaide,Adel,images/afl_logos/Adel-40.png,2.5,4,3.9,-0.2,10.3,9.48,0,8.4,6.6,1.1,77,66,88,12,9,21,76.2,248,220,0,4,0,1,2,6,6,6,6,9,9,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2026,Round 18,20261801,Matt Rowell,1409338,Gold Coast,GC,images/afl_logos/GC-40.png,3.4,2.2,1.5,2.9,9.9,13.34,3.1,2.4,6.7,0.3,93,85,77,11,16,27,66.7,339,118,3,4,6,23,0,16,10,5,4,9,5,1,0,0,52,6,10,0,0,0,1,0,0,1.7,-1.7,0,1,1
2026,Round 18,20261801,Joel Jeffrey,14086a8,Gold Coast,GC,images/afl_logos/GC-40.png,0.2,2.2,2.8,4.6,9.8,8.8,1.5,4.5,3.9,3.1,71,75,76,11,10,21,85.7,340,176,3,7,2,12,0,5,4,3,3,11,2,6,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2026,Round 18,20261801,Darcy Fogarty,2dc423,Adelaide,Adel,images/afl_logos/Adel-40.png,1,-1.3,4.2,5.3,9.2,6.73,0,8.1,2.8,4.7,56,65,81,6,4,10,70,100,143,0,4,4,14,0,3,1,3,1,1,1,4,0,0,0,0,0,0,0,0,3,2,0,8.1,3.9,0,2,1
2026,Round 18,20261801,Jake Soligo,140b215,Adelaide,Adel,images/afl_logos/Adel-40.png,5.2,3.7,-1,0.8,8.8,9.01,2,5.4,5.4,2.8,72,66,80,8,9,17,76.5,185,220,1,3,4,13,0,5,3,3,2,5,3,2,0,0,31,3,2,0,0,0,2,1,0,9.2,-3.2,0,4,1
2026,Round 18,20261801,John Noble,1406f88,Gold Coast,GC,images/afl_logos/GC-40.png,3.7,2.5,2.9,-0.6,8.4,9.58,1.4,3.3,0.8,4,78,68,65,14,4,18,83.3,508,241,3,6,2,6,3,1,0,0,0,10,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2026,Round 18,20261801,Wil Powell,1408e09,Gold Coast,GC,images/afl_logos/GC-40.png,0.5,5.2,1.9,0.8,8.3,9.19,0,5.1,4,2.3,70,69,85,6,12,18,88.9,109,286,0,2,4,26,1,7,6,5,4,6,4,5,0,0,69,1,2,0,0,0,0,0,0,0,0,0,1,0
2026,Round 18,20261801,Riley Thilthorpe,1409000,Adelaide,Adel,images/afl_logos/Adel-40.png,-0.1,1.2,5.3,1.3,7.7,11.2,2.3,3.6,5,1.8,71,55,86,5,10,15,73.3,113,247,2,2,1,7,0,5,5,3,3,4,1,5,0,0,0,1,2,2,0,0,1,0,1,2.2,-1.2,3,6,1
2026,Round 18,20261801,Bodhi Uwland,140b441,Gold Coast,GC,images/afl_logos/GC-40.png,1.4,3.6,1.6,0.7,7.3,11.88,0.9,4.3,5.3,-0.7,84,80,90,12,9,21,85.7,224,333,0,2,1,8,4,7,6,6,5,4,6,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1
2026,Round 18,20261801,Toby Murray,140c116,Adelaide,Adel,images/afl_logos/Adel-40.png,2.7,0,2,2.4,7.2,5.31,5.5,2.1,2.1,-0.4,60,41,45,2,2,4,75,6,99,2,0,3,7,0,3,2,2,1,0,2,1,0,0,41,1,1,41,18,8,0,0,0,0,0,0,3,3
2026,Round 18,20261801,Mark Keane,140a5d6,Adelaide,Adel,images/afl_logos/Adel-40.png,2.1,1.2,2.2,1.4,6.9,9.89,0,5.2,2.3,2,44,25,93,7,2,9,77.8,63,93,0,1,0,6,1,3,2,3,2,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,Round 18,20261801,Touk Miller,2311a0,Gold Coast,GC,images/afl_logos/GC-40.png,1,1.5,0.4,4,6.7,12.15,4.1,1.1,5.9,-0.7,72,67,86,9,11,20,70,231,79,4,3,2,10,0,8,6,5,5,9,4,3,0,0,21,3,3,0,0,0,2,0,1,6.1,-5.1,1,5,2
2026,Round 18,20261801,Rory Laird,22fde6,Adelaide,Adel,images/afl_logos/Adel-40.png,3.1,3.4,0,0,6.6,8.15,0.6,3.7,1.8,2.5,77,55,42,10,4,14,78.6,204,126,3,2,1,5,0,3,3,1,1,6,2,4,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0
2026,Round 18,20261801,Noah Anderson,140932f,Gold Coast,GC,images/afl_logos/GC-40.png,-0.3,2.1,-0.6,4.3,5.4,14.49,3.5,-1.6,3.5,0.6,69,92,82,16,9,25,56,316,159,3,6,4,20,0,8,5,1,1,12,0,5,0,0,69,5,6,0,0,0,1,0,0,1.9,-1.9,0,1,0
2026,Round 18,20261801,Zeke Uwland,140e1b1,Gold Coast,GC,images/afl_logos/GC-40.png,2,-3.8,4.8,2.4,5.4,6.19,0,3,2.6,1,60,77,78,14,7,21,71.4,568,142,3,4,3,10,6,3,3,3,3,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
2026,Round 18,20261801,Christian Petracca,231162,Gold Coast,GC,images/afl_logos/GC-40.png,2.6,-1,-2.9,6.6,5.2,15.8,0.2,1.7,3,1.5,55,65,85,10,9,19,63.2,287,267,2,4,3,16,0,6,3,1,0,8,0,1,0,0,31,3,5,0,0,0,2,1,1,4.6,2.4,0,4,0
2026,Round 18,20261801,Will Graham,140d890,Gold Coast,GC,images/afl_logos/GC-40.png,0.8,2.1,0.9,0,3.8,8.09,0,3.7,2.7,-0.2,33,41,48,5,1,6,50,171,11,3,3,3,13,0,1,1,1,1,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,Round 18,20261801,Alex Neal-Bullen,230a64,Adelaide,Adel,images/afl_logos/Adel-40.png,-1.8,0.7,2.7,1.9,3.6,9.54,0.2,0.5,1.6,0.4,58,79,82,6,7,13,76.9,207,234,3,2,7,17,0,2,1,1,1,4,0,4,0,0,0,1,0,0,0,0,2,1,0,6.3,-0.3,0,8,1
2026,Round 18,20261801,Oscar Adams,140abdb,Gold Coast,GC,images/afl_logos/GC-40.png,-1.4,1.6,1,2.1,3.3,5.33,0.4,3.2,4.1,-0.4,29,23,82,4,2,6,100,75,71,0,2,1,6,0,2,1,2,1,2,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,Round 18,20261801,James Borlase,1409285,Adelaide,Adel,images/afl_logos/Adel-40.png,3.9,-0.1,0,-0.5,3.2,8.4,0.3,1.6,3.6,-0.6,50,25,86,2,4,6,83.3,21,12,0,1,4,7,0,5,4,4,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
2026,Round 18,20261801,Ethan Read,140d8d9,Gold Coast,GC,images/afl_logos/GC-40.png,1.7,0,0.1,1.1,2.9,4.45,0.1,1.2,2.5,-0.6,26,17,65,2,2,4,50,15,13,0,1,0,5,0,4,3,3,2,0,0,1,0,0,21,0,0,18,3,0,0,0,0,0,0,0,0,0
2026,Round 18,20261801,Beau Addinsall,140edce,Gold Coast,GC,images/afl_logos/GC-40.png,1.3,-1,3.6,-1,2.8,6.44,1.7,-0.5,2.8,-1.7,45,66,70,7,9,16,62.5,137,160,0,3,5,13,0,6,3,2,1,5,1,2,0,0,21,3,2,0,0,0,1,0,0,2.3,-2.3,0,1,1
2026,Round 18,20261801,Dylan Patterson,140f260,Gold Coast,GC,images/afl_logos/GC-40.png,0.4,0.5,0.3,1.5,2.7,5.66,0,2.3,0.9,0.7,21,25,67,3,2,5,60,108,23,3,1,3,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2026,Round 18,20261801,Mac Andrew,140b334,Gold Coast,GC,images/afl_logos/GC-40.png,4.6,0.9,0.7,-3.7,2.5,9.78,0.5,3.6,5.7,1.8,82,58,90,11,4,15,80,378,199,1,3,2,11,0,5,3,5,3,3,8,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2026,Round 18,20261801,Jai Murray,140e1bb,Gold Coast,GC,images/afl_logos/GC-40.png,0.9,0,-0.1,0.7,1.5,5.23,-2.9,2.1,4.2,-2.2,47,47,79,9,6,15,53.3,180,163,2,3,2,10,0,5,5,4,4,7,2,4,0,1,10,1,1,0,0,0,0,0,0,0,0,0,2,1
2026,Round 18,20261801,Ben King,1408740,Gold Coast,GC,images/afl_logos/GC-40.png,3.3,-1.4,0.2,-0.9,1.2,6.59,0,-0.3,4.9,-4,36,26,87,4,2,6,66.7,91,28,0,1,0,10,0,4,1,4,1,2,1,2,1,0,0,0,0,0,0,0,3,1,2,11,-3,0,3,0
2026,Round 18,20261801,Zac Taylor,140b1e9,Adelaide,Adel,images/afl_logos/Adel-40.png,-0.6,-0.5,0.1,0.9,-0.2,7.51,0.3,-0.7,3.5,-2.6,31,44,84,7,9,16,50,245,67,2,4,1,11,0,5,4,1,1,8,1,2,0,0,0,2,3,0,0,0,1,0,1,3.6,-2.6,0,4,1
2026,Round 18,20261801,Max Michalanney,140ab4a,Adelaide,Adel,images/afl_logos/Adel-40.png,-2.6,1.3,0,0.4,-1,5.1,0.4,-2.1,1.6,-0.8,49,66,88,8,6,14,85.7,235,238,1,3,3,11,0,1,1,0,0,5,1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1
2026,Round 18,20261801,Nick Holman,230e70,Gold Coast,GC,images/afl_logos/GC-40.png,-0.2,-3.3,-0.6,1.6,-2.5,6.02,-1.5,1.6,1.4,-0.9,14,28,79,4,4,8,62.5,151,36,1,2,2,10,0,0,0,0,0,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2026,Round 18,20261802,Will Ashcroft,140cb1d,Brisbane,Bris,images/afl_logos/Bris-40.png,8.9,2.7,7.3,11.2,30.1,11.2,9.2,17.6,7.2,19.2,174,142,80,20,13,33,81.8,613,439,6,1,3,15,0,12,8,1,1,11,0,7,0,0,55,8,9,0,0,0,5,3,2,13.7,6.3,1,13,4
2026,Round 18,20261802,Zac Bailey,1407848,Brisbane,Bris,images/afl_logos/Bris-40.png,2.1,6.4,4.4,6.5,19.4,12.46,8.9,9.3,5,14,106,82,91,14,9,23,73.9,441,195,5,3,0,5,0,8,7,0,0,8,0,4,0,0,48,6,7,0,0,0,3,2,0,7.1,4.9,0,12,2
2026,Round 18,20261802,Sam Draper,1408509,Brisbane,Bris,images/afl_logos/Bris-40.png,1.8,4.4,6.8,4.1,17.1,11.86,4.1,13.3,7,7.1,92,92,59,11,4,15,60,359,104,5,4,0,1,0,6,1,2,1,4,5,5,1,3,61,5,5,50,23,6,2,2,0,5.5,6.5,1,7,3
2026,Round 18,20261802,Bruce Reville,14093a5,Brisbane,Bris,images/afl_logos/Bris-40.png,1.7,5.3,2.8,5.6,15.5,7.88,1.2,12,5.2,8.5,91,77,78,12,11,23,95.7,306,473,6,2,0,5,0,4,4,3,3,9,4,7,0,2,0,1,0,0,0,0,1,0,1,1.9,-0.9,2,10,1
2026,Round 18,20261802,Levi Ashcroft,140ded0,Brisbane,Bris,images/afl_logos/Bris-40.png,3.6,4.4,5.9,0.3,14.2,8.74,0.9,10.3,3.7,8.1,89,71,73,8,11,19,84.2,271,180,4,2,0,10,0,4,3,3,2,9,0,5,0,0,0,1,1,0,0,0,2,2,0,8.6,3.4,2,10,0
2026,Round 18,20261802,Sullivan Robey,141183d,Essendon,Ess,images/afl_logos/Ess-40.png,1.4,6.7,5.1,0.6,13.8,8.02,2.7,6.1,6.6,2.9,86,69,80,7,13,20,75,257,104,4,2,5,18,0,11,8,5,4,7,3,2,0,0,48,5,5,0,0,0,0,0,0,0,0,0,4,2
2026,Round 18,20261802,Josh Dunkley,2daeaa,Brisbane,Bris,images/afl_logos/Bris-40.png,1.7,4.3,5.4,1.9,13.3,10.73,3.3,6.7,3.2,8,76,75,83,7,9,16,81.3,198,98,3,1,6,14,0,5,4,1,1,3,1,4,0,1,58,3,2,0,0,0,1,1,0,1.9,4.1,1,8,2
2026,Round 18,20261802,Conor McKenna,2dbe56,Brisbane,Bris,images/afl_logos/Bris-40.png,1.2,2.6,3.2,6.4,13.3,8.89,0,11.7,2,9.7,67,55,78,7,3,10,70,284,60,5,1,2,12,0,2,2,2,2,3,0,2,0,0,0,0,0,0,0,0,4,2,2,9.6,4.4,2,6,0
2026,Round 18,20261802,Lachie Neale,22ff1f,Brisbane,Bris,images/afl_logos/Bris-40.png,5.8,4.5,3.7,-0.9,13,13.88,2.4,2.9,9.5,-4.4,153,153,82,18,22,40,75,272,637,1,5,3,14,0,15,11,7,7,13,7,13,0,1,73,5,8,0,0,0,1,0,1,3.5,-2.5,2,12,1
2026,Round 18,20261802,Hugh McCluggage,1407312,Brisbane,Bris,images/afl_logos/Bris-40.png,4.8,1.7,0.4,5.9,12.9,11.28,1.6,7.1,6.8,2.7,78,70,64,4,12,16,75,157,208,1,2,6,13,0,9,7,5,5,6,1,3,0,0,39,2,3,0,0,0,1,1,0,3.6,2.4,1,6,1
2026,Round 18,20261802,Sam Durham,140ad02,Essendon,Ess,images/afl_logos/Ess-40.png,3.6,2.9,2.8,3,12.3,12.14,2,8.1,6.1,8.1,106,77,81,15,7,22,86.4,413,342,7,3,1,11,0,9,5,3,0,9,1,4,1,0,64,5,5,0,0,0,1,1,0,4.9,1.1,0,6,1
2026,Round 18,20261802,Ty Gallop,140f5ab,Brisbane,Bris,images/afl_logos/Bris-40.png,5.1,3.3,1.3,2.2,11.9,7.48,0,10.6,5.8,3.5,86,59,93,9,0,9,88.9,195,80,3,1,2,9,0,4,0,4,0,0,6,8,4,5,0,0,0,0,0,0,0,0,0,0,0,1,6,3
2026,Round 18,20261802,Zach Reid,140a151,Essendon,Ess,images/afl_logos/Ess-40.png,5.4,-0.8,4.2,2.2,11,7.22,0,11,3.7,2.2,52,27,86,3,5,8,87.5,130,183,0,2,2,7,3,5,5,5,5,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,Round 18,20261802,Nate Caddy,140dc3b,Essendon,Ess,images/afl_logos/Ess-40.png,0.6,1,-2,11.1,10.8,7.43,1.9,6.2,5.9,4,78,67,87,9,2,11,72.7,323,33,4,4,2,6,0,4,3,3,2,2,2,6,1,1,24,1,1,0,0,0,3,2,1,9,4,0,7,2
2026,Round 18,20261802,Andrew McGrath,2dbf56,Essendon,Ess,images/afl_logos/Ess-40.png,3.8,3.1,0.4,3.1,10.5,9.67,1.4,6.7,4.6,3.5,81,61,81,8,7,15,73.3,353,153,1,4,2,5,0,6,6,4,4,6,4,3,0,0,0,1,1,0,0,0,1,1,0,3.9,2.1,0,3,0
2026,Round 18,20261802,Jye Caldwell,1408717,Essendon,Ess,images/afl_logos/Ess-40.png,3.4,4.6,2.7,-0.3,10.4,8.97,2,4.4,6.2,0.9,81,67,74,4,9,13,76.9,93,139,0,1,8,22,0,8,5,3,1,3,3,3,0,1,70,3,3,0,0,0,0,0,0,0,0,0,2,2
2026,Round 18,20261802,Harris Andrews,2db75b,Brisbane,Bris,images/afl_logos/Bris-40.png,4.2,1.5,0.6,3.9,10.2,11.62,0,10.2,5,4.9,102,67,92,12,6,18,100,196,306,0,1,0,2,0,5,3,5,3,6,6,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2026,Round 18,20261802,Kai Lohmann,140a60a,Brisbane,Bris,images/afl_logos/Bris-40.png,3.4,3.7,0.2,2.7,10,8.62,0,8.6,2.9,5.7,83,70,77,9,4,13,76.9,244,185,3,1,0,3,0,4,4,4,4,4,0,5,0,0,0,0,0,0,0,0,5,3,1,16.3,2.7,1,8,0
2026,Round 18,20261802,Jaspa Fletcher,140cbdc,Brisbane,Bris,images/afl_logos/Bris-40.png,3.1,4.4,0.4,1.9,9.8,8.06,0.5,8,2.6,4.6,94,94,88,15,8,23,87,428,268,1,5,2,12,1,3,3,2,2,9,4,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,1
2026,Round 18,20261802,Darcy Wilmot,140b1eb,Brisbane,Bris,images/afl_logos/Bris-40.png,2,0,3,4.4,9.4,11.59,1.6,5.9,3.2,4.5,79,81,83,16,7,23,82.6,468,267,2,1,1,3,6,5,5,3,3,8,4,6,0,1,0,1,0,0,0,0,1,0,0,2.1,-2.1,0,8,3
2026,Round 18,20261802,Mason Redman,2dbb56,Essendon,Ess,images/afl_logos/Ess-40.png,2.7,1.8,-0.4,4.9,9,10.26,1.4,6.1,5.6,1.9,69,58,81,11,4,15,73.3,350,182,4,3,2,7,1,5,4,4,3,7,5,3,1,2,0,1,0,0,0,0,0,0,0,0,0,2,4,2
2026,Round 18,20261802,Cam Rayner,14077fb,Brisbane,Bris,images/afl_logos/Bris-40.png,3,1.7,4.4,-0.1,8.8,10.17,4.1,1.1,5.6,2.5,79,91,80,11,12,23,73.9,276,311,3,3,6,10,0,8,6,2,2,9,1,5,0,0,27,4,6,0,0,0,0,0,0,0,0,2,13,4
2026,Round 18,20261802,Dyson Sharp,140d960,Essendon,Ess,images/afl_logos/Ess-40.png,2.6,2,-1.2,5.4,8.8,5.8,5.1,2.6,5,3.3,64,68,79,12,4,16,75,342,188,5,4,3,24,0,7,4,3,3,4,2,5,0,0,24,4,4,0,0,0,0,0,0,0,0,1,6,2
2026,Round 18,20261802,Darcy Fort,231163,Brisbane,Bris,images/afl_logos/Bris-40.png,3.9,2.7,2.1,-0.7,8,10.83,5.6,2.4,6.1,0.7,63,57,51,6,5,11,90.9,146,143,4,1,0,5,0,7,1,1,0,2,4,3,0,2,39,4,5,44,17,4,0,0,0,0,0,0,2,3
2026,Round 18,20261802,Jacob Farrow,140f541,Essendon,Ess,images/afl_logos/Ess-40.png,3.7,0.7,-0.6,3.7,7.4,5.47,0,6.2,4.3,1,60,52,72,5,7,12,91.7,113,174,0,1,4,9,1,4,3,4,3,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2026,Round 18,20261802,Peter Wright,2311b1,Essendon,Ess,images/afl_logos/Ess-40.png,0.6,3.1,0.6,3.1,7.4,8.15,0,5.7,8.3,-2.3,75,72,88,8,2,10,60,246,37,1,0,1,9,0,8,2,8,2,0,0,5,1,0,0,0,0,0,0,0,7,3,4,22.6,-0.6,0,10,0
2026,Round 18,20261802,Zach Merrett,2da790,Essendon,Ess,images/afl_logos/Ess-40.png,2.5,0.5,1.6,2.6,7.2,12.44,2.6,3.5,3.2,3.3,49,35,78,4,7,11,90.9,58,208,0,0,2,9,0,6,4,2,1,4,0,1,0,0,21,3,3,0,0,0,0,0,0,0,0,1,4,0
2026,Round 18,20261802,Charlie Cameron,2da211,Brisbane,Bris,images/afl_logos/Bris-40.png,8.1,-3.4,-2.3,4.7,7.1,8.67,0.4,5.2,4.4,3.7,77,56,80,9,2,11,54.5,281,32,3,2,0,3,0,2,2,2,2,2,1,7,0,1,0,0,0,0,0,0,5,2,1,14.4,-1.4,0,6,1
2026,Round 18,20261802,Jarrod Berry,2dbf75,Brisbane,Bris,images/afl_logos/Bris-40.png,3.7,-0.1,3.1,0.3,7,8.8,-0.5,3.9,1.7,1.3,60,61,79,9,7,16,75,302,136,2,2,2,5,0,0,0,0,0,10,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,1
2026,Round 18,20261802,Dayne Zorko,2280e8,Brisbane,Bris,images/afl_logos/Bris-40.png,6.2,1.7,2.5,-3.4,6.9,11.34,0.1,4.7,3.2,4.2,94,95,73,20,12,32,71.9,494,453,4,8,1,7,4,4,4,3,3,17,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,6,1
2026,Round 18,20261802,Archie Perkins,140ad41,Essendon,Ess,images/afl_logos/Ess-40.png,-0.9,0.2,3.5,3.1,6,6.57,1.5,3.7,4.1,0.1,56,60,79,8,5,13,84.6,276,155,3,3,1,5,0,1,1,0,0,1,3,7,0,1,0,0,1,0,0,0,1,0,1,4,-3,1,2,0
2026,Round 18,20261802,Nick Bryan,1409df2,Essendon,Ess,images/afl_logos/Ess-40.png,2.2,1.4,0,2.3,5.9,9.66,1,2.7,2.3,-1,56,49,76,2,3,5,60,70,52,1,1,2,10,0,3,3,2,2,2,1,0,0,0,82,0,1,69,29,9,0,0,0,0,0,0,2,2
2026,Round 18,20261802,Eric Hipwood,2daf21,Brisbane,Bris,images/afl_logos/Bris-40.png,-1,1.8,3.5,1.1,5.5,4.99,0,3.9,6.4,-2,48,68,73,11,2,13,61.5,197,74,3,2,0,9,0,6,1,6,1,1,1,6,2,0,0,0,0,0,0,0,4,2,1,12.6,0.4,0,8,1
