Year,RoundName,MatchId,Player,WebsiteId,Team,Abbreviation,Image,Rating_Q1,Rating_Q2,Rating_Q3,Rating_Q4,RatingPoints,EstimatedRating,Equity_PreClearance,Equity_PostClearance,Equity_Possession,Equity_BallUse,CoachesVotes,Supercoach,DreamTeamPoints,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,AssistedMetresGained,Inside50s,Turnovers,Tackles,PressureActs,KickIns,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,HandballReceives,Intercepts,Marks,ContestedMarks,InterceptMarks,CentreBounceAttendancePercentage,TotalClearances,FirstPossessions,RuckContests,Hitouts,HitoutsToAdvantage,ShotsAtGoal,Goals,Behinds,xScore,xScoreRating,GoalAssists,ScoreInvolvements,ScoreLaunches
2026,Round 27,20262701,Oisin Mullin,140d0d6,Geelong,Geel,images/afl_logos/Geel-40.png,3.4,2.3,1.7,5.6,12.9,8.35,6.3,4.4,8.6,1.2,NA,69,69,75,10,7,17,52.9,258,101,3,2,5,20,0,11,9,5,3,5,1,1,0,0,73,5,7,0,0,0,1,0,1,2.3,-1.3,1,7,3
2026,Round 27,20262701,Andrew Brayshaw,14077f8,Fremantle,Frem,images/afl_logos/Frem-40.png,5.5,3.4,2.7,1,12.6,12.54,4.9,4.4,3.1,5.6,NA,81,79,81,9,15,24,87.5,303,292,2,2,4,21,0,5,3,1,1,16,0,2,0,0,89,4,4,0,0,0,0,0,0,0,0,1,7,0
2026,Round 27,20262701,Lawson Humphries,140a3d8,Geelong,Geel,images/afl_logos/Geel-40.png,3.2,4.1,2.9,2.3,12.6,9.51,0,10.7,5.3,6.2,NA,97,85,77,19,3,22,81.8,492,288,2,5,1,5,4,5,5,5,5,8,7,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2026,Round 27,20262701,Karl Worner,140c157,Fremantle,Frem,images/afl_logos/Frem-40.png,2.5,1.5,1.6,6.4,12.1,8.74,2.8,5.7,4.7,3.5,NA,97,78,80,10,8,18,100,271,309,1,1,4,10,3,8,7,3,3,3,4,5,0,1,0,3,3,0,0,0,0,0,0,0,0,0,4,1
2026,Round 27,20262701,Tom Atkins,2db0d2,Geelong,Geel,images/afl_logos/Geel-40.png,4.7,2.6,2,2.3,11.7,10.05,2.8,4.6,4.1,3,NA,61,40,70,1,8,9,88.9,33,113,0,0,6,22,0,6,6,3,3,3,2,0,0,0,19,1,1,0,0,0,0,0,0,0,0,0,2,1
2026,Round 27,20262701,Max Holmes,140ad51,Geelong,Geel,images/afl_logos/Geel-40.png,0.9,4.4,2.8,3.1,11.2,13.32,4.4,5.3,5.8,4.4,NA,62,43,68,7,11,18,72.2,187,274,1,2,0,8,0,9,8,3,3,9,2,1,0,0,51,5,5,0,0,0,0,0,0,0,0,0,7,3
2026,Round 27,20262701,Bailey Smith,1408732,Geelong,Geel,images/afl_logos/Geel-40.png,-0.1,3.2,4,3.3,10.4,13.88,4.7,3.1,8.1,0.4,NA,123,117,88,19,10,29,62.1,751,283,8,5,7,23,1,10,8,2,1,13,1,6,0,0,59,5,4,0,0,0,0,0,0,0,0,3,11,1
2026,Round 27,20262701,Tom Stewart,22f858,Geelong,Geel,images/afl_logos/Geel-40.png,2.5,3.3,0,4.4,10.2,10.06,1.1,7,4.6,4.1,NA,66,54,79,8,6,14,92.9,248,285,0,2,0,7,3,4,3,3,2,3,4,5,0,1,0,0,0,0,0,0,1,1,0,2.5,3.5,0,3,2
2026,Round 27,20262701,Murphy Reid,140dea1,Fremantle,Frem,images/afl_logos/Frem-40.png,2.5,5,1.7,0.5,9.8,10.77,1.7,2.7,6.3,-0.2,NA,88,78,82,10,13,23,65.2,263,368,4,5,5,17,0,8,7,6,5,13,1,1,0,0,22,2,0,0,0,0,2,0,1,3.9,-2.9,2,11,0
2026,Round 27,20262701,Michael Frederick,2dc419,Fremantle,Frem,images/afl_logos/Frem-40.png,4.1,0.7,-0.3,5,9.4,7.3,0,8.6,0,9.2,NA,53,51,71,6,0,6,100,182,121,0,1,3,19,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2,2,0,6.7,5.3,0,5,0
2026,Round 27,20262701,Alex Pearce,231229,Fremantle,Frem,images/afl_logos/Frem-40.png,5.4,3.1,-0.4,0.8,8.9,7.94,1.3,5.5,7,0.3,NA,56,36,90,4,9,13,84.6,10,119,0,1,0,5,0,7,6,6,5,4,6,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2
2026,Round 27,20262701,Sam Switkowski,2da7bb,Fremantle,Frem,images/afl_logos/Frem-40.png,3.8,1.6,0.1,3.3,8.7,9.1,2.7,4.1,5.2,3.3,NA,45,43,77,4,7,11,72.7,149,151,4,3,2,14,0,5,4,3,3,2,1,4,0,0,0,1,2,0,0,0,0,0,0,0,0,1,5,1
2026,Round 27,20262701,Jeremy Cameron,230055,Geelong,Geel,images/afl_logos/Geel-40.png,0.6,1.8,2,4.2,8.7,8.88,1.3,5.8,1.9,6,NA,60,55,86,12,2,14,71.4,323,175,1,4,0,2,0,2,2,1,1,9,2,2,0,0,0,1,0,0,0,0,3,2,0,9.1,2.9,1,6,0
2026,Round 27,20262701,Shaun Mannagh,2daed6,Geelong,Geel,images/afl_logos/Geel-40.png,1.5,4.5,-0.9,3.5,8.6,13.1,0.2,5.8,3.7,3.2,NA,61,73,64,10,7,17,47.1,211,167,1,3,3,14,0,7,6,2,2,8,1,1,0,0,46,4,5,0,0,0,4,2,2,12.3,1.7,0,6,0
2026,Round 27,20262701,Gryan Miers,140828a,Geelong,Geel,images/afl_logos/Geel-40.png,0.7,2.2,2.6,2.7,8.2,10.17,0.7,4.5,3.3,1.9,NA,83,62,78,7,5,12,83.3,243,211,2,1,4,18,0,4,4,3,3,2,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,1
2026,Round 27,20262701,Brad Close,2dc41e,Geelong,Geel,images/afl_logos/Geel-40.png,1.8,4,1.4,0.8,8,8.12,-1.2,7.1,4.2,2.6,NA,50,30,72,2,8,10,70,93,30,1,2,2,17,0,5,5,5,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1
2026,Round 27,20262701,Mark O'Connor,1408afe,Geelong,Geel,images/afl_logos/Geel-40.png,2.1,1.4,3.6,0.7,7.8,8.11,0.6,5.1,4.8,0.9,NA,62,62,77,7,6,13,84.6,190,188,1,2,4,15,0,6,5,5,4,2,3,4,0,1,43,1,1,0,0,0,0,0,0,0,0,0,3,0
2026,Round 27,20262701,Mark Blicavs,230b9d,Geelong,Geel,images/afl_logos/Geel-40.png,0.7,2.3,0.4,4.2,7.5,8.63,0.8,3.8,3.1,-0.4,NA,42,35,72,5,3,8,37.5,156,53,2,2,2,12,0,5,3,3,2,1,2,1,0,0,24,2,2,25,5,0,2,0,1,5,-4,0,4,1
2026,Round 27,20262701,Isaiah Dudley,1409c66,Fremantle,Frem,images/afl_logos/Frem-40.png,-0.2,5,0,2.3,7.1,8.31,0,4.2,4,-0.1,NA,51,49,73,6,2,8,37.5,166,44,2,2,1,6,0,4,2,4,2,2,0,3,0,0,0,0,0,0,0,0,4,2,1,12.9,0.1,0,6,0
2026,Round 27,20262701,Tanner Bruhn,140a145,Geelong,Geel,images/afl_logos/Geel-40.png,1.5,3.7,0.9,0.6,6.7,9.58,-1.4,6,2.3,3.7,NA,71,72,70,14,4,18,83.3,543,125,4,4,1,6,3,3,3,3,3,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
2026,Round 27,20262701,Mason Cox,2dc177,Fremantle,Frem,images/afl_logos/Frem-40.png,4.1,1.2,0,1,6.3,6.03,1.4,3.3,4.4,-0.9,NA,47,43,43,4,1,5,80,140,43,1,2,1,8,0,3,0,1,0,0,2,2,0,0,16,2,2,21,11,4,1,1,0,5.5,0.5,0,2,1
2026,Round 27,20262701,Shannon Neale,140af71,Geelong,Geel,images/afl_logos/Geel-40.png,0.2,3.7,-2,4.2,6,8.44,-0.3,5.8,3.9,0.5,NA,53,55,94,6,2,8,62.5,108,96,1,1,1,14,0,3,2,2,1,2,0,3,1,0,0,0,1,9,3,0,5,3,1,18.5,0.5,1,6,1
2026,Round 27,20262701,Mitchell Edwards,140ce30,Geelong,Geel,images/afl_logos/Geel-40.png,4.5,2,-1.2,0.7,6,9.2,-1,6.1,5.2,3.5,NA,28,38,69,5,4,9,55.6,148,105,3,3,0,11,0,6,3,4,2,1,4,1,1,1,78,2,3,58,19,3,0,0,0,0,0,1,3,2
2026,Round 27,20262701,Oscar McDonald,2da958,Fremantle,Frem,images/afl_logos/Frem-40.png,3.9,2.6,0.8,-1.4,5.9,5.73,0,6.2,6.2,-3,NA,44,36,100,8,4,12,50,219,96,2,5,0,5,0,6,5,6,5,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2
2026,Round 27,20262701,Connor O'Sullivan,140dc25,Geelong,Geel,images/afl_logos/Geel-40.png,1.6,0.3,2,1.1,5,9.34,1.1,4.1,2.6,0.5,NA,68,73,92,8,7,15,86.7,175,298,0,3,2,9,0,3,3,2,2,3,2,9,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,1
2026,Round 27,20262701,Oliver Dempsey,140d10a,Geelong,Geel,images/afl_logos/Geel-40.png,3.7,-2.4,2.2,1.3,4.8,11.76,1.9,1.6,5.1,-2.4,NA,65,66,91,7,10,17,52.9,280,108,3,4,3,10,0,7,6,5,4,7,3,4,1,0,0,2,2,0,0,0,1,0,1,2.4,-1.4,0,3,1
2026,Round 27,20262701,Corey Wagner,2daf14,Fremantle,Frem,images/afl_logos/Frem-40.png,1.1,-0.6,1.1,1.7,3.3,8.04,1.6,0.1,2,-0.1,NA,61,72,71,8,5,13,53.8,340,107,1,3,8,20,0,3,3,1,1,6,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6,1
2026,Round 27,20262701,Judd McVee,140b467,Fremantle,Frem,images/afl_logos/Frem-40.png,0.3,2.5,-0.2,-0.1,2.5,6.51,0,2,1.5,0.8,NA,27,36,66,5,7,12,66.7,174,129,2,3,1,7,1,2,2,2,2,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2026,Round 27,20262701,Luke Ryan,2dc183,Fremantle,Frem,images/afl_logos/Frem-40.png,0.6,-1.6,0.3,2.5,1.9,7.8,0,1.5,2.8,0.9,NA,75,76,73,13,7,20,80,418,216,1,2,2,9,1,4,4,4,4,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2026,Round 27,20262701,Jye Amiss,140bfb2,Fremantle,Frem,images/afl_logos/Frem-40.png,0.1,-1.9,3.4,0.1,1.7,7.4,0,0.6,5.9,-0.8,NA,46,31,91,3,1,4,75,50,42,0,3,1,9,0,3,1,3,1,0,0,3,2,0,0,0,0,0,0,0,3,2,1,13.4,-0.4,1,4,0
2026,Round 27,20262701,Oliver Wiltshire,140c0d1,Geelong,Geel,images/afl_logos/Geel-40.png,1.8,-0.3,2,-2.3,1.2,7.04,-2.2,2.6,3.3,-1.5,NA,44,52,74,4,7,11,63.6,140,127,2,2,3,14,0,5,3,4,2,2,3,2,0,0,0,0,0,0,0,0,1,1,0,4.9,1.1,0,4,1
2026,Round 27,20262701,Heath Chapman,140a2e8,Fremantle,Frem,images/afl_logos/Frem-40.png,-1.1,1.2,-1.8,2.4,0.7,7.58,0,1,5.5,-2.1,NA,55,57,83,6,10,16,75,143,222,0,2,3,5,2,6,6,6,6,4,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1
2026,Round 27,20262701,Jay Polkinghorne,140da64,Geelong,Geel,images/afl_logos/Geel-40.png,1.1,0.1,-1.5,0,-0.3,6.25,0,0.2,0.6,-0.4,NA,17,14,63,2,2,4,75,95,28,2,1,0,4,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2026,Round 27,20262702,Cam Rayner,14077fb,Brisbane,Bris,images/afl_logos/Bris-40.png,5.6,4,3.9,9.3,22.9,10.09,1.5,19.6,8.6,14.3,NA,126,114,79,16,6,22,72.7,551,142,8,2,4,14,0,8,6,6,4,3,3,8,0,0,30,1,1,0,0,0,4,2,1,11.7,1.3,4,11,1
2026,Round 27,20262702,Zac Bailey,1407848,Brisbane,Bris,images/afl_logos/Bris-40.png,6.1,8.6,6.6,1,22.4,12.51,6.4,13,5.8,14.4,NA,142,111,89,15,8,23,73.9,558,289,8,1,5,23,0,8,5,5,3,8,1,3,0,0,27,3,3,0,0,0,6,3,3,19.5,1.5,3,14,2
2026,Round 27,20262702,Will Ashcroft,140cb1d,Brisbane,Bris,images/afl_logos/Bris-40.png,8.1,2.3,6.9,4.3,21.6,12.59,6.9,9.1,4.6,11.1,NA,127,111,84,17,13,30,83.3,489,348,7,0,3,20,0,9,8,3,3,9,2,7,0,0,68,6,9,0,0,0,1,0,1,2.6,-1.6,2,13,5
2026,Round 27,20262702,Hugh McCluggage,1407312,Brisbane,Bris,images/afl_logos/Bris-40.png,5.6,3.8,5.5,3.5,18.4,11,3.8,9.1,5.2,8.2,NA,91,77,75,9,7,16,75,250,248,3,4,3,21,0,6,5,3,3,6,1,5,0,0,41,3,1,0,0,0,4,2,0,11,1,2,8,1
2026,Round 27,20262702,Hugo Hall-Kahan,140ca29,Adelaide,Adel,images/afl_logos/Adel-40.png,4.6,3,4.2,5.2,17,6.17,0,15.2,3.3,11.1,NA,100,77,81,16,8,24,87.5,497,468,4,2,1,8,3,4,4,4,4,14,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2
2026,Round 27,20262702,Darcy Wilmot,140b1eb,Brisbane,Bris,images/afl_logos/Bris-40.png,4.7,1.4,5,4.4,15.5,9.81,0,14.6,9.6,4.3,NA,87,59,84,9,6,15,100,189,245,0,0,2,7,2,8,5,8,5,2,9,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2026,Round 27,20262702,Zac Taylor,140b1e9,Adelaide,Adel,images/afl_logos/Adel-40.png,6.3,0.5,5.8,2.8,15.4,7.34,3.3,8.4,7.8,4.3,NA,76,73,70,10,7,17,82.4,333,128,5,2,6,14,0,10,7,7,6,8,4,1,1,0,27,3,3,0,0,0,1,0,1,2.8,-1.8,0,8,1
2026,Round 27,20262702,Ben Keays,2daf1a,Adelaide,Adel,images/afl_logos/Adel-40.png,0.3,0.8,7.7,6.4,15.1,10.04,1.2,10.7,4,7.9,NA,58,57,81,6,5,11,81.8,154,73,2,0,3,14,0,4,3,4,3,4,0,1,0,0,0,0,1,0,0,0,3,2,1,11.6,1.4,1,10,0
2026,Round 27,20262702,Dayne Zorko,2280e8,Brisbane,Bris,images/afl_logos/Bris-40.png,0.7,1.5,7.4,5.1,14.7,10.95,0.7,12.7,7.1,6.3,NA,103,113,83,24,3,27,74.1,687,525,3,6,1,12,6,4,2,4,2,8,5,8,0,1,0,1,0,0,0,0,1,1,0,2.7,3.3,0,9,3
2026,Round 27,20262702,Daniel Curtin,140cd17,Adelaide,Adel,images/afl_logos/Adel-40.png,2.3,3,2.1,6.2,13.7,9.47,7.2,3.4,5.5,5.1,NA,72,72,72,7,15,22,81.8,256,200,3,4,2,14,0,10,7,3,2,8,2,2,0,0,51,7,5,0,0,0,1,1,0,3.8,2.2,0,8,3
2026,Round 27,20262702,Kai Lohmann,140a60a,Brisbane,Bris,images/afl_logos/Bris-40.png,7.1,-1.4,7.3,0.7,13.7,8.71,-2.4,12.2,8.7,4.4,NA,83,72,74,14,4,18,55.6,382,162,4,9,2,11,0,10,8,9,7,3,3,2,1,0,0,1,1,0,0,0,5,2,1,12.3,0.7,1,7,1
2026,Round 27,20262702,Sam Berry,140a147,Adelaide,Adel,images/afl_logos/Adel-40.png,4.1,1.7,3.4,3.8,13.1,10.2,4.9,4,6.9,2.2,NA,99,94,73,12,19,31,71,358,325,5,6,4,17,0,11,7,4,4,14,4,1,0,0,76,6,6,0,0,0,0,0,0,0,0,2,7,0
2026,Round 27,20262702,Alex Neal-Bullen,230a64,Adelaide,Adel,images/afl_logos/Adel-40.png,0.4,2.9,1.7,6.7,11.6,9.39,1.2,8.8,4.6,4.8,NA,67,71,74,9,7,16,75,288,190,5,3,2,11,0,3,3,2,2,6,3,5,0,2,0,0,1,0,0,0,2,1,1,6.2,0.8,1,6,0
2026,Round 27,20262702,Brayden Cook,140b6df,Adelaide,Adel,images/afl_logos/Adel-40.png,4.4,0.5,2.9,3.6,11.4,8.8,1.5,7,5.8,2.8,NA,56,64,82,10,5,15,73.3,175,225,2,2,2,12,0,6,4,5,3,4,4,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,1
2026,Round 27,20262702,Josh Dunkley,2daeaa,Brisbane,Bris,images/afl_logos/Bris-40.png,1.6,3.9,3.1,2.7,11.3,11.33,3.1,2.8,9.6,-2.5,NA,102,88,76,10,12,22,59.1,232,306,2,5,6,22,0,14,10,7,6,5,2,3,0,0,70,4,7,0,0,0,0,0,0,0,0,1,8,1
2026,Round 27,20262702,Charlie Cameron,2da211,Brisbane,Bris,images/afl_logos/Bris-40.png,6.3,0.6,0.8,3.5,11.2,8.89,0.7,8.5,3.9,6.3,NA,103,86,78,9,5,14,57.1,293,89,2,3,1,12,0,4,3,3,3,5,2,6,0,0,0,1,1,0,0,0,8,5,3,28.4,4.6,0,13,1
2026,Round 27,20262702,Lachlan McAndrew,140c210,Adelaide,Adel,images/afl_logos/Adel-40.png,2.3,-0.8,3,6.6,11.1,12.14,3.7,5.1,7.4,-1.1,NA,79,74,74,4,7,11,72.7,91,77,0,2,2,8,0,8,3,4,2,1,3,3,1,1,78,2,4,74,33,11,0,0,0,0,0,0,5,4
2026,Round 27,20262702,Izak Rankine,14073eb,Adelaide,Adel,images/afl_logos/Adel-40.png,0.4,4.8,2.8,2.9,10.8,14.63,1.4,3.3,5.1,0.1,NA,63,94,83,13,10,23,52.2,425,189,4,7,4,19,0,8,5,2,2,6,2,7,0,0,84,5,5,0,0,0,1,0,1,1.6,-0.6,0,5,2
2026,Round 27,20262702,Josh Worrell,1409e0d,Adelaide,Adel,images/afl_logos/Adel-40.png,1.1,2.3,7.7,-0.5,10.6,10,2.7,6.4,4.8,1.2,NA,76,68,82,9,9,18,72.2,329,176,1,5,3,9,1,7,5,5,4,6,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,1
2026,Round 27,20262702,Eric Hipwood,2daf21,Brisbane,Bris,images/afl_logos/Bris-40.png,2,4.4,1,2.9,10.2,5.7,0,9.1,6.7,5,NA,83,81,80,10,2,12,83.3,317,97,4,3,4,8,0,4,2,4,2,1,1,7,1,1,0,0,0,0,0,0,3,2,1,10.1,2.9,1,7,1
2026,Round 27,20262702,Levi Ashcroft,140ded0,Brisbane,Bris,images/afl_logos/Bris-40.png,1,3.9,0.1,4.8,9.7,8.25,2.8,4.6,2.8,4.6,NA,77,96,76,17,4,21,81,295,53,4,2,1,6,0,4,4,2,2,6,4,9,0,0,0,2,2,0,0,0,1,1,0,4.6,1.4,1,8,2
2026,Round 27,20262702,Rory Laird,22fde6,Adelaide,Adel,images/afl_logos/Adel-40.png,1.5,0.8,4.7,2.1,9.1,7.68,0,7.6,4.1,2.3,NA,90,83,70,9,12,21,85.7,288,350,2,3,4,12,0,4,3,4,3,11,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,2
2026,Round 27,20262702,Luke Nankervis,140c167,Adelaide,Adel,images/afl_logos/Adel-40.png,6.4,0.9,0.6,0.8,8.7,8.21,0,6.1,7.2,-0.3,NA,74,69,72,13,5,18,66.7,216,176,3,2,1,9,2,6,3,6,3,6,5,4,1,0,0,0,0,0,0,0,1,1,0,5.5,0.5,0,4,2
2026,Round 27,20262702,Ty Gallop,140f5ab,Brisbane,Bris,images/afl_logos/Bris-40.png,-1,1.4,4.4,3.9,8.7,7.78,0,9.1,4.7,-1.1,NA,48,46,96,7,3,10,70,216,50,1,2,1,9,0,3,1,3,1,3,3,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2026,Round 27,20262702,Ryan Lester,22f75c,Brisbane,Bris,images/afl_logos/Bris-40.png,0.8,3.3,4.2,0.2,8.5,9.1,0,8,7.6,-0.4,NA,89,74,80,13,5,18,83.3,293,220,2,1,0,4,3,6,4,6,4,5,7,8,2,4,0,0,0,0,0,0,1,0,1,3.6,-2.6,0,9,6
2026,Round 27,20262702,Logan Morris,140dcb3,Brisbane,Bris,images/afl_logos/Bris-40.png,0.2,2.8,5.4,0,8.4,9.05,0,7.8,2.7,5.1,NA,59,48,57,5,3,8,87.5,84,77,1,1,0,4,0,1,1,1,1,1,0,5,0,0,0,0,0,0,0,0,2,2,0,6.6,5.4,0,5,0
2026,Round 27,20262702,Taylor Walker,22cc3a,Adelaide,Adel,images/afl_logos/Adel-40.png,-0.1,1.9,-1.9,8.3,8.1,8.28,0,6.7,2.5,4.3,NA,44,56,85,7,2,9,55.6,260,89,2,0,1,7,0,2,1,2,1,1,0,4,1,0,0,0,0,0,0,0,6,2,3,13.5,1.5,1,8,0
2026,Round 27,20262702,Max Michalanney,140ab4a,Adelaide,Adel,images/afl_logos/Adel-40.png,2.5,3.1,0,2.4,8,4.58,0.1,6.3,4,2.3,NA,62,54,72,10,3,13,84.6,323,127,1,2,2,11,0,5,3,5,3,4,7,2,0,0,0,0,0,0,0,0,2,0,1,4.1,-3.1,0,5,3
2026,Round 27,20262702,Lachie Neale,22ff1f,Brisbane,Bris,images/afl_logos/Bris-40.png,1.9,0.7,1.8,3.5,8,13.69,0.9,5.5,3.9,3.5,NA,65,75,79,10,11,21,76.2,237,208,2,1,2,13,0,5,5,2,2,7,1,5,0,0,65,2,5,0,0,0,0,0,0,0,0,0,6,2
2026,Round 27,20262702,Wayne Milera,2da322,Adelaide,Adel,images/afl_logos/Adel-40.png,-2.3,2.2,3.7,4.3,7.9,9.99,1.7,2,4.3,-0.5,NA,53,68,82,15,4,19,57.9,448,123,2,7,0,7,4,4,4,3,3,8,3,3,0,0,0,1,0,0,0,0,1,1,0,2.5,3.5,0,4,2
2026,Round 27,20262702,James Borlase,1409285,Adelaide,Adel,images/afl_logos/Adel-40.png,2.5,1.9,1.9,1.5,7.8,7.74,0.1,5.4,1.1,1.3,NA,34,15,83,2,3,5,100,49,31,0,1,0,4,0,2,2,1,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
